Image,Field,Price,Field2,Data_field,Data_field1,Data_field2
https://thumbs.ebaystatic.com/pict/1339560702026464_1.jpg,1,$128.75,"Dec 13, 2021",knifeknife,$128.75,$4.75
https://thumbs.ebaystatic.com/pict/1339593751956464_1.jpg,1,$180.00,"Dec 12, 2021",benchmade knifebenchmade knife,$180.00,$5.50
https://thumbs.ebaystatic.com/pict/1339604539216464_1.jpg,1,$72.00,"Dec 15, 2021",Vintage BENCHMADE BALI SONG ASCENT ATS-34 LOCK BACKBLACK HANDLES KNIFEVintage BENCHMADE BALI SONG ASCENT ATS-34 LOCK BACKBLACK HANDLES KNIFE,$72.00,$5.25
https://thumbs.ebaystatic.com/pict/1339625805876464_1.jpg,1,$73.00,"Dec 19, 2021",Benchmade Griptilian 551 Pocket Knife Axis Lock Plain Edge Blade - SandBenchmade Griptilian 551 Pocket Knife Axis Lock Plain Edge Blade - Sand,$73.00,$6.25
https://thumbs.ebaystatic.com/pict/1339644606956464_1.jpg,1,$152.99,"Dec 19, 2021",Benchmade 560-1 Freek M4 Knife 560BK-1 Black M4 Steel Drop Point Gray/BlackBenchmade 560-1 Freek M4 Knife 560BK-1 Black M4 Steel Drop Point Gray/Black,$152.99,$9.20
https://thumbs.ebaystatic.com/pict/1339644665956464_1.jpg,1,$222.50,"Dec 21, 2021",BENCHMADE 970S KNIFE Emerson Spec War CQC7 USA Knives military combo edgeBENCHMADE 970S KNIFE Emerson Spec War CQC7 USA Knives military combo edge,$222.50,$8.50
https://thumbs.ebaystatic.com/pict/1339646382086464_1.jpg,1,$170.50,"Dec 21, 2021",Discontinued Benchmade 810BK Contego Knife G10 Scales - Plain Edge - CPM-M4Discontinued Benchmade 810BK Contego Knife G10 Scales - Plain Edge - CPM-M4,$170.50,$0.00
https://thumbs.ebaystatic.com/pict/1339649396346464_1.jpg,1,$58.00,"Dec 20, 2021",#658 Black Benchmade 556S Serrated Mini-Griptilian 154CM Axis-Lock Knife#658 Black Benchmade 556S Serrated Mini-Griptilian 154CM Axis-Lock Knife,$58.00,$0.00
https://thumbs.ebaystatic.com/pict/1339661195286464_1.jpg,1,$113.50,"Dec 21, 2021",#676 All Black Benchmade 533BK Mini-Bugout S30V Axis-Lock Knife USA#676 All Black Benchmade 533BK Mini-Bugout S30V Axis-Lock Knife USA,$113.50,$0.00
https://thumbs.ebaystatic.com/pict/1339661364536464_1.jpg,1,$80.25,"Dec 21, 2021",#680 All Black Benchmade 550SBK-S30V Serrated Griptilian Axis-Lock Knife#680 All Black Benchmade 550SBK-S30V Serrated Griptilian Axis-Lock Knife,$80.25,$0.00
https://thumbs.ebaystatic.com/pict/1339665803336464_1.jpg,1,$101.00,"Dec 21, 2021",#507 Black HK by Benchmade 14144 Citation Tanto Assisted Opening G10 Knife #507 Black HK by Benchmade 14144 Citation Tanto Assisted Opening G10 Knife ,$101.00,$0.00
https://thumbs.ebaystatic.com/pict/1339683918826464_1.jpg,1,$169.01,"Dec 28, 2021",Benchmade 530 Mel Pardue Design Pocket Knife 154CM Made in USABenchmade 530 Mel Pardue Design Pocket Knife 154CM Made in USA,$169.01,$7.25
https://thumbs.ebaystatic.com/pict/1339691517686464_1.jpg,1,$124.95,"Dec 20, 2021",Benchmade 535 Bugout Axis Folding Knife 3.24 S30V Satin Plain Blade BlueBenchmade 535 Bugout Axis Folding Knife 3.24 S30V Satin Plain Blade Blue,$124.95,$0.00
https://thumbs.ebaystatic.com/pict/1339698793396464_1.jpg,1,$135.00,"Dec 25, 2021","Benchmade Mini Freek AXIS Lock Knife Black/Gray (3"" Black) 565BK “Discontinued”Benchmade Mini Freek AXIS Lock Knife Black/Gray (3"" Black) 565BK “Discontinued”",$135.00,$9.20
https://thumbs.ebaystatic.com/pict/1339701063336464_1.jpg,1,$120.00,"Jan 4, 2022",Benchmade Mel Pardue Griptilian 551 Folding Pocket Knife - S30V - BM202Benchmade Mel Pardue Griptilian 551 Folding Pocket Knife - S30V - BM202,$120.00,$5.99
https://thumbs.ebaystatic.com/pict/1339737871986464_1.jpg,1,$227.00,"Jan 1, 2022",Benchmade Saibu 486 CPM-20CV Axis Lock KnifeBenchmade Saibu 486 CPM-20CV Axis Lock Knife,$227.00,$0.00
https://thumbs.ebaystatic.com/pict/1339776224726464_1.jpg,1,$77.99,"Jan 2, 2022",Benchmade BM319 2.86 inch Folding KnifeBenchmade BM319 2.86 inch Folding Knife,$77.99,$4.15
https://thumbs.ebaystatic.com/pict/1339790918266464_1.jpg,1,$68.00,"Jan 4, 2022",#837 Black Benchmade 555s Serrated Mini-Griptilian 154CM AxisLock Knife#837 Black Benchmade 555s Serrated Mini-Griptilian 154CM AxisLock Knife,$68.00,$0.00
https://thumbs.ebaystatic.com/pict/1339791208896464_1.jpg,1,$71.00,"Jan 4, 2022",Benchmade Mini Griptilian 556-S30V 2.91 inch Drop Point KnifeBenchmade Mini Griptilian 556-S30V 2.91 inch Drop Point Knife,$71.00,$8.45
https://thumbs.ebaystatic.com/pict/1339841733666464_1.jpg,1,$90.00,"Jan 11, 2022", HK Citation 14144 Blue Heckler Koch H&K Assisted Folding Knife by Benchmade HK Citation 14144 Blue Heckler Koch H&K Assisted Folding Knife by Benchmade,$90.00,$10.00
https://thumbs.ebaystatic.com/pict/1339841821926464_1.jpg,1,$76.00,"Jan 11, 2022", HK Espionage 14140 Heckler Koch H&K Assisted Folding Knife by Benchmade HK Espionage 14140 Heckler Koch H&K Assisted Folding Knife by Benchmade,$76.00,$10.00
https://thumbs.ebaystatic.com/pict/1339841901736464_1.jpg,1,$68.51,"Jan 11, 2022", HK Espionage 14140 Heckler Koch H&K Assisted Folding Knife by Benchmade HK Espionage 14140 Heckler Koch H&K Assisted Folding Knife by Benchmade,$68.51,$10.00
https://thumbs.ebaystatic.com/pict/1339854961876464_1.jpg,1,$60.00,"Jan 5, 2022","Folding Knife Lot - CRKT, Benchmade, UltraTec & Boker (Mint to Used Condition)Folding Knife Lot - CRKT, Benchmade, UltraTec & Boker (Mint to Used Condition)",$60.00,$7.88
https://thumbs.ebaystatic.com/pict/1339873068486464_1.jpg,1,$200.00,"Jan 14, 2022",Benchmade 950 Osborne RIFT Axis Lock Tanto Tactical Knife Discontinued USABenchmade 950 Osborne RIFT Axis Lock Tanto Tactical Knife Discontinued USA,$200.00,$5.00
https://thumbs.ebaystatic.com/pict/1339910804106464_1.jpg,1,$96.00,"Jan 16, 2022",#986 All Black Benchmade 535SBK-2 Bugout Serrated S30V Axis-Lock Knife USA#986 All Black Benchmade 535SBK-2 Bugout Serrated S30V Axis-Lock Knife USA,$96.00,$0.00
https://thumbs.ebaystatic.com/pict/1339941161326464_1.jpg,1,$124.50,"Jan 20, 2022","Benchmade Bugout AXIS Lock Knife Blue (3.24"" Satin) 535 (MSRP $155) BLADEHQBenchmade Bugout AXIS Lock Knife Blue (3.24"" Satin) 535 (MSRP $155) BLADEHQ",$124.50,$6.99
https://thumbs.ebaystatic.com/pict/1339943997726464_1.jpg,1,$72.00,"Jan 19, 2022",#29 Black Benchmade 556 Mini-Griptilian S30V Axis-Lock Knife#29 Black Benchmade 556 Mini-Griptilian S30V Axis-Lock Knife,$72.00,$0.00
https://thumbs.ebaystatic.com/pict/1339947612226464_1.jpg,1,$75.00,"Jan 19, 2022",Benchmade/HK Ally folding Knife “Discontinued”Benchmade/HK Ally folding Knife “Discontinued”,$75.00,$4.75
https://thumbs.ebaystatic.com/pict/1339957226986464_1.jpg,1,$65.00,"Jan 15, 2022",Used Benchmade Mini Griptilian 556 Pocket Knife Part-serrated Great Shape!Used Benchmade Mini Griptilian 556 Pocket Knife Part-serrated Great Shape!,$65.00,$5.10
https://thumbs.ebaystatic.com/pict/1339969432916464_1.jpg,1,$7.00,"Jan 17, 2022",LOT OF 3 EMPTY BENCHMADE KNIFE Bags Box MINI Bug outLOT OF 3 EMPTY BENCHMADE KNIFE Bags Box MINI Bug out,$7.00,$10.15
https://thumbs.ebaystatic.com/pict/1339978902796464_1.jpg,1,$99.00,"Jan 24, 2022",benchmade knife company - 350SBT - 350 - pre-owned - excellent conditionbenchmade knife company - 350SBT - 350 - pre-owned - excellent condition,$99.00,$9.45
https://thumbs.ebaystatic.com/pict/1339982876536464_1.jpg,1,$97.00,"Jan 23, 2022",#92 Black Benchmade 580BK Barrage 154CM Assisted Opening Axis-Lock Knife#92 Black Benchmade 580BK Barrage 154CM Assisted Opening Axis-Lock Knife,$97.00,$0.00
https://thumbs.ebaystatic.com/pict/1339987957446464_1.jpg,1,$142.50,"Jan 23, 2022",Benchmade 15085-2 3.4 inch Mini Crooked River Folding KnifeBenchmade 15085-2 3.4 inch Mini Crooked River Folding Knife,$142.50,$9.45
https://thumbs.ebaystatic.com/pict/1339988684226464_1.jpg,1,$227.00,"Jan 19, 2022",Benchmade 810BK Contego Knife Plain Edge - CPM-M4 Discontinued KnifeBenchmade 810BK Contego Knife Plain Edge - CPM-M4 Discontinued Knife,$227.00,$5.30
https://thumbs.ebaystatic.com/pict/1340005799106464_1.jpg,1,$111.00,"Jan 25, 2022",Benchmade 15031-2 North Fork Folding Knife S30V DymondwoodBenchmade 15031-2 North Fork Folding Knife S30V Dymondwood,$111.00,$9.45
https://thumbs.ebaystatic.com/pict/1340016353136464_1.jpg,1,$250.00,"Jan 28, 2022",Benchmade KNIFE MEL PARDUE 531 - 154 CM - Rare/Discontinued POCKETKNIFEBenchmade KNIFE MEL PARDUE 531 - 154 CM - Rare/Discontinued POCKETKNIFE,$250.00,$5.00
https://thumbs.ebaystatic.com/pict/1340031236436464_1.jpg,1,$68.00,"Jan 28, 2022",#165 Black Benchmade 556S Serrated Mini-Griptilian 154CM Axis-Lock Knife#165 Black Benchmade 556S Serrated Mini-Griptilian 154CM Axis-Lock Knife,$68.00,$0.00
https://thumbs.ebaystatic.com/pict/1340043300976464_1.jpg,1,$169.50,"Jan 29, 2022",#185 STACCATO 2011 Black Benchmade 535BK G10 Bugout S30V Axis-Lock Knife USA#185 STACCATO 2011 Black Benchmade 535BK G10 Bugout S30V Axis-Lock Knife USA,$169.50,$0.00
https://thumbs.ebaystatic.com/pict/1340049392366464_1.jpg,1,$255.00,"Jan 30, 2022",#192 Carbon Fiber Benchmade 484 Nakamura AXIS Lock Knife Knife USA#192 Carbon Fiber Benchmade 484 Nakamura AXIS Lock Knife Knife USA,$255.00,$0.00
https://thumbs.ebaystatic.com/pict/1340051797536464_1.jpg,1,$105.01,"Feb 1, 2022",Benchmade Ambidextrous Foldable Pocket Knife - GreenBenchmade Ambidextrous Foldable Pocket Knife - Green,$105.01,$0.00
https://thumbs.ebaystatic.com/pict/1340052073606464_1.jpg,1,$155.00,"Feb 1, 2022",Benchmade AXIS 531 3.5 inch Folding Pocket Knife Dicontinued Benchmade AXIS 531 3.5 inch Folding Pocket Knife Dicontinued ,$155.00,$0.00
https://thumbs.ebaystatic.com/pict/1340055706116464_1.jpg,1,$137.00,"Feb 1, 2022",Benchmade Proper 318 Micarta Slip Joint KnifeBenchmade Proper 318 Micarta Slip Joint Knife,$137.00,$5.25
https://thumbs.ebaystatic.com/pict/1340063806096464_1.jpg,1,$135.00,"Jan 27, 2022",Benchmade Osborne Mini Emissary S30V Axis Knife 470-1 Osborn Designed KnifeBenchmade Osborne Mini Emissary S30V Axis Knife 470-1 Osborn Designed Knife,$135.00,$5.25
https://thumbs.ebaystatic.com/pict/1340080930006464_1.jpg,1,$123.50,"Feb 2, 2022",#240 Ranger Green Benchmade 535BK Bugout S30V Axis-Lock Knife USA#240 Ranger Green Benchmade 535BK Bugout S30V Axis-Lock Knife USA,$123.50,$0.00
https://thumbs.ebaystatic.com/pict/1340109803486464_1.jpg,1,$168.25,"Feb 7, 2022",Benchmade 560BK1 Freek Folding KnifeBenchmade 560BK1 Freek Folding Knife,$168.25,$5.40
https://thumbs.ebaystatic.com/pict/1340109937886464_1.jpg,1,$110.50,"Feb 7, 2022",Benchmade 595 Mini Boost Folding Knife - Black/Grey/SilverBenchmade 595 Mini Boost Folding Knife - Black/Grey/Silver,$110.50,$5.15
https://thumbs.ebaystatic.com/pict/1340110033616464_1.jpg,1,$162.01,"Feb 7, 2022",Benchmade 940 Osborne Knife S30V Satin Plain Blade Green AluminumBenchmade 940 Osborne Knife S30V Satin Plain Blade Green Aluminum,$162.01,$6.15
https://thumbs.ebaystatic.com/pict/1340119353846464_1.jpg,1,$92.00,"Feb 1, 2022",Benchmade folding serrated lockback knifeBenchmade folding serrated lockback knife,$92.00,$8.99
https://thumbs.ebaystatic.com/pict/1340119440966464_1.jpg,1,$80.00,"Feb 1, 2022",Benchmade early model knife with aluminum handle ATS-34Benchmade early model knife with aluminum handle ATS-34,$80.00,$9.99
https://thumbs.ebaystatic.com/pict/1340122775056464_1.jpg,1,$110.00,"Feb 6, 2022",Benchmade 565bk Mini Freek AXIS Lock Knife S30V DISCONTINUEDBenchmade 565bk Mini Freek AXIS Lock Knife S30V DISCONTINUED,$110.00,$9.45
https://thumbs.ebaystatic.com/pict/1340127890836464_1.jpg,1,$255.00,"Feb 6, 2022","benchmade knife, 710, discontinued model, rare, D2 steel, never used!benchmade knife, 710, discontinued model, rare, D2 steel, never used!",$255.00,$9.00
https://thumbs.ebaystatic.com/pict/1340128118286464_1.jpg,1,$87.00,"Feb 7, 2022",Benchmade 556BKS30V Tactical KnifeBenchmade 556BKS30V Tactical Knife,$87.00,$4.65
https://thumbs.ebaystatic.com/pict/1340149846966464_1.jpg,1,$349.00,"Feb 11, 2022",BENCHMADE 970ST TITANIUM KNIFE Emerson Spec War CQC7 USA Knives military 970 STBENCHMADE 970ST TITANIUM KNIFE Emerson Spec War CQC7 USA Knives military 970 ST,$349.00,$9.10
https://thumbs.ebaystatic.com/pict/1340150852966464_1.jpg,1,$110.00,"Feb 6, 2022",Benchmade 583 Barrage Osborne Design Axis Assist Knife - BlackBenchmade 583 Barrage Osborne Design Axis Assist Knife - Black,$110.00,$5.40
https://thumbs.ebaystatic.com/pict/1340161622446464_1.jpg,1,$120.00,"Feb 12, 2022",VINTAGE BENCHMADE 840SBT KNIFEVINTAGE BENCHMADE 840SBT KNIFE,$120.00,$0.00
https://thumbs.ebaystatic.com/pict/1340169138986464_1.jpg,1,$75.00,"Feb 10, 2022",Discontinued Benchmade by HK Knife (Tan Partial Serrated)Discontinued Benchmade by HK Knife (Tan Partial Serrated),$75.00,$9.99
https://thumbs.ebaystatic.com/pict/1340169193256464_1.jpg,1,$65.00,"Feb 7, 2022",Discontinued Benchmade by HK Espionage Knife (Tan Partial Serrated)Discontinued Benchmade by HK Espionage Knife (Tan Partial Serrated),$65.00,$9.99
https://thumbs.ebaystatic.com/pict/1340169209346464_1.jpg,1,$66.00,"Feb 6, 2022",Discontinued Benchmade by HK Knife (Black Partial Serrated)usedDiscontinued Benchmade by HK Knife (Black Partial Serrated)used,$66.00,$9.99
https://thumbs.ebaystatic.com/pict/1340169242246464_1.jpg,1,$70.00,"Feb 7, 2022",Discontinued Benchmade by HK Espionage Knife (Black Partial Serrated)Discontinued Benchmade by HK Espionage Knife (Black Partial Serrated),$70.00,$9.99
https://thumbs.ebaystatic.com/pict/1340169258256464_1.jpg,1,$80.00,"Feb 7, 2022",Discontinued Benchmade by HK FLAK Knife (Tan Partial Serrated)Discontinued Benchmade by HK FLAK Knife (Tan Partial Serrated),$80.00,$9.99
https://thumbs.ebaystatic.com/pict/1340169272316464_1.jpg,1,$70.00,"Feb 7, 2022",Discontinued Benchmade by HK Espionage Knife (Green Partial Serrated)Discontinued Benchmade by HK Espionage Knife (Green Partial Serrated),$70.00,$9.99
https://thumbs.ebaystatic.com/pict/1340169482046464_1.jpg,1,$155.00,"Feb 9, 2022",Benchmade Volli Knife Axis Spring Assisted Satin 1000001 “Discontinued” CPM S30VBenchmade Volli Knife Axis Spring Assisted Satin 1000001 “Discontinued” CPM S30V,$155.00,$9.45
https://thumbs.ebaystatic.com/pict/1340172229126464_1.jpg,1,$233.00,"Feb 9, 2022",Benchmade Mini Onslaught Folding Knife 746 Bob Lum Design USABenchmade Mini Onslaught Folding Knife 746 Bob Lum Design USA,$233.00,$5.40
https://thumbs.ebaystatic.com/pict/1340172246806464_1.jpg,1,$233.00,"Feb 13, 2022",BENCHMADE Mini Freek 565-1 Knife CPM-S90V Stainless & Black Carbon FiberBENCHMADE Mini Freek 565-1 Knife CPM-S90V Stainless & Black Carbon Fiber,$233.00,$5.30
https://thumbs.ebaystatic.com/pict/1340178039906464_1.jpg,1,$70.00,"Feb 7, 2022",Discontinued Benchmade by HK Espionage Knife (Green Partial Serrated)Discontinued Benchmade by HK Espionage Knife (Green Partial Serrated),$70.00,$9.99
https://thumbs.ebaystatic.com/pict/1340178085466464_1.jpg,1,$75.00,"Feb 10, 2022",Discontinued Benchmade by HK Espionage Knife (Black Partial Serrated)Discontinued Benchmade by HK Espionage Knife (Black Partial Serrated),$75.00,$9.99
https://thumbs.ebaystatic.com/pict/1340195457626464_1.jpg,1,$165.00,"Feb 21, 2022","BENCHMADE 275 ADAMAS Tactical Knife with Axis Lock, G10 Handles, D2 SteelBENCHMADE 275 ADAMAS Tactical Knife with Axis Lock, G10 Handles, D2 Steel",$165.00,$5.00
https://thumbs.ebaystatic.com/pict/1340200368216464_1.jpg,1,$76.00,"Feb 16, 2022",Benchmade knife model 154cmBenchmade knife model 154cm,$76.00,$9.45
https://thumbs.ebaystatic.com/pict/1340200478856464_1.jpg,1,$90.00,"Feb 16, 2022",Benchmade knife Mel Pardue model 530VBenchmade knife Mel Pardue model 530V,$90.00,$9.45
https://thumbs.ebaystatic.com/pict/1340200600206464_1.jpg,1,$76.00,"Feb 16, 2022",Benchmade knife Mel Pardue model 154cmBenchmade knife Mel Pardue model 154cm,$76.00,$9.45
https://thumbs.ebaystatic.com/pict/1340200630286464_1.jpg,1,$51.00,"Feb 16, 2022",Benchmade knife Mel Pardue model 440cBenchmade knife Mel Pardue model 440c,$51.00,$9.45
https://thumbs.ebaystatic.com/pict/1340208935306464_1.jpg,1,$179.99,"Feb 11, 2022",9” Black/Gray BENCHMADE Harley Davidson Folding Pocket Knife w/ Skull Emblem9” Black/Gray BENCHMADE Harley Davidson Folding Pocket Knife w/ Skull Emblem,$179.99,$3.00
https://thumbs.ebaystatic.com/pict/1340211669616464_1.jpg,1,$80.00,"Feb 12, 2022",hk knife benchmadehk knife benchmade,$80.00,$8.99
https://thumbs.ebaystatic.com/pict/1340284750516464_1.jpg,1,$70.85,"Feb 25, 2022",BUCK 279T FOLDING KNIFE WITH ORIGINAL CASEBUCK 279T FOLDING KNIFE WITH ORIGINAL CASE,$70.85,$10.15
https://thumbs.ebaystatic.com/pict/1340301840216464_1.jpg,1,$86.00,"Feb 25, 2022",#513 Black Benchmade 551 154CM Griptilian Axis-Lock Knife#513 Black Benchmade 551 154CM Griptilian Axis-Lock Knife,$86.00,$0.00
https://thumbs.ebaystatic.com/pict/1340311875006464_1.jpg,1,$74.99,"Feb 22, 2022","Benchmade 551-S30V Griptilian AXIS Lock Folding Knife 3.45"",Benchmade 551-S30V Griptilian AXIS Lock Folding Knife 3.45"",",$74.99,$0.00
https://thumbs.ebaystatic.com/pict/1340313833746464_1.jpg,1,$112.50,"Feb 26, 2022",#444 Wood Handled Benchmade 15031-1 S30V North Fork Axis-Lock Knife#444 Wood Handled Benchmade 15031-1 S30V North Fork Axis-Lock Knife,$112.50,$0.00
https://thumbs.ebaystatic.com/pict/1340316691936464_1.jpg,1,$47.00,"Feb 27, 2022","Benchmade Mini-Pika Knife, Plain Edge, No ClipBenchmade Mini-Pika Knife, Plain Edge, No Clip",$47.00,$5.00
https://thumbs.ebaystatic.com/pict/1340319952786464_1.jpg,1,$218.00,"Feb 22, 2022",BENCHMADE Mini Freek 565-1 Knife CPM-S90V Stainless & Black Carbon FiberBENCHMADE Mini Freek 565-1 Knife CPM-S90V Stainless & Black Carbon Fiber,$218.00,$5.30
https://thumbs.ebaystatic.com/pict/1340409277766464_1.jpg,1,$165.00,"Mar 2, 2022","Benchmade Mini Adamas 273FE-2 AXIS Lock Knife, 3.5"" FDE CRU-WEAR, OD Green G10Benchmade Mini Adamas 273FE-2 AXIS Lock Knife, 3.5"" FDE CRU-WEAR, OD Green G10",$165.00,$0.00
https://thumbs.ebaystatic.com/pict/1340433823826464_1.jpg,1,$90.00,"Mar 9, 2022",#456 Black Benchmade 580S Barrage Serrated 154CM Assisted Opening AxisLock Knife#456 Black Benchmade 580S Barrage Serrated 154CM Assisted Opening AxisLock Knife,$90.00,$0.00
https://thumbs.ebaystatic.com/pict/1340457749016464_1.jpg,1,$415.00,"Mar 6, 2022",benchmade Anthem  781  usedbenchmade Anthem  781  used,$415.00,$5.50
https://thumbs.ebaystatic.com/pict/1340472052336464_1.jpg,1,$435.00,"Mar 8, 2022",Benchmade 610 Neil Blackwood Large Rukus Discontinued KnifeBenchmade 610 Neil Blackwood Large Rukus Discontinued Knife,$435.00,$6.15
https://thumbs.ebaystatic.com/pict/1340491257396464_1.jpg,1,$87.00,"Mar 16, 2022",Benchmade 583 BK Barrage A/O Knife Osborne Design 154CM Axis LockBenchmade 583 BK Barrage A/O Knife Osborne Design 154CM Axis Lock,$87.00,$10.00
https://thumbs.ebaystatic.com/pict/1340499188376464_1.jpg,1,$233.00,"Mar 29, 2022",Benchmade 810 Contego Knife Black Class - CPM-M4 Plain Edge Osborn KnifeBenchmade 810 Contego Knife Black Class - CPM-M4 Plain Edge Osborn Knife,$233.00,$0.00
https://thumbs.ebaystatic.com/pict/1340540779756464_1.jpg,1,$34.99,"Mar 14, 2022",Replacement Benchmade Orange Handles Thumbstud Spacers For Mini Bugout 533 KnifeReplacement Benchmade Orange Handles Thumbstud Spacers For Mini Bugout 533 Knife,$34.99,$0.00
https://thumbs.ebaystatic.com/pict/1340549514646464_1.jpg,1,$200.00,"Mar 15, 2022",Benchmade 565-1 Mini Freek Folding-KnifeBenchmade 565-1 Mini Freek Folding-Knife,$200.00,$9.45
https://thumbs.ebaystatic.com/pict/1340551807146464_1.jpg,1,$160.50,"Mar 22, 2022","Benchmade Custom Griptilian AXIS Lock Pocket Knife Black 3.45"" CU551-BK-S90VBenchmade Custom Griptilian AXIS Lock Pocket Knife Black 3.45"" CU551-BK-S90V",$160.50,$9.85
https://thumbs.ebaystatic.com/pict/1340570248136464_1.jpg,1,$125.00,"Mar 25, 2022",Benchmade 527 Pardue Design 440C Combo Blade Discontinued”Benchmade 527 Pardue Design 440C Combo Blade Discontinued”,$125.00,$9.45
https://thumbs.ebaystatic.com/pict/1340586321146464_1.jpg,1,$175.50,"Mar 24, 2022",#895 Black Benchmade 555BKHG Mini-Griptilian S30V Axis-Lock Knife#895 Black Benchmade 555BKHG Mini-Griptilian S30V Axis-Lock Knife,$175.50,$0.00
https://thumbs.ebaystatic.com/pict/1340589520876464_1.jpg,1,$33.00,"Mar 26, 2022",BENCHMADE LONG STRAP CUTTER SEAT BELT PARACORD KNIFE (BLACK) Rescue ToolBENCHMADE LONG STRAP CUTTER SEAT BELT PARACORD KNIFE (BLACK) Rescue Tool,$33.00,$8.95
https://thumbs.ebaystatic.com/pict/1340629670056464_1.jpg,1,$75.00,"Apr 5, 2022",Benchmade 560 Mel pardue knife 154 cm Benchmade 560 Mel pardue knife 154 cm ,$75.00,$6.00
https://thumbs.ebaystatic.com/pict/1340630174036464_1.jpg,1,$284.00,"Mar 30, 2022",BENCHMADE SIBERT DESIGN 20CV 756 USA TITANIUM HANDLE MINI POCKET KNIFE. UNUSEDBENCHMADE SIBERT DESIGN 20CV 756 USA TITANIUM HANDLE MINI POCKET KNIFE. UNUSED,$284.00,$6.00
https://thumbs.ebaystatic.com/pict/1340650636626464_1.jpg,1,$92.00,"Mar 28, 2022",#969 Black Benchmade 556S Mini-Griptilian Serrated 440C Axis-Lock Knife#969 Black Benchmade 556S Mini-Griptilian Serrated 440C Axis-Lock Knife,$92.00,$0.00
https://thumbs.ebaystatic.com/pict/1340662947286464_1.jpg,1,$56.01,"Apr 2, 2022",Benchmade Collectible Folding Knife Silver 10300 Benchmade Collectible Folding Knife Silver 10300 ,$56.01,$5.00
https://thumbs.ebaystatic.com/pict/1340670278726464_1.jpg,1,$29.95,"Mar 27, 2022","5 Piece Knife Lot: Double Edge 440, Billy Bay, Benchmade, Ranger, Wood/Brass5 Piece Knife Lot: Double Edge 440, Billy Bay, Benchmade, Ranger, Wood/Brass",$29.95,$14.75
https://thumbs.ebaystatic.com/pict/1340682321476464_1.jpg,1,$242.50,"Apr 10, 2022",#998 Benchmade 365 Outlast Plain & Serrated 2-Bladed Knife Cord Cutter Sheath#998 Benchmade 365 Outlast Plain & Serrated 2-Bladed Knife Cord Cutter Sheath,$242.50,$0.00
https://thumbs.ebaystatic.com/pict/1340686178626464_1.jpg,1,$72.00,"Apr 10, 2022",#952 Benchmade 707SBK Sequel 154CM Serrated Manual Opening Knife USA#952 Benchmade 707SBK Sequel 154CM Serrated Manual Opening Knife USA,$72.00,$0.00
https://thumbs.ebaystatic.com/pict/1340697473726464_1.jpg,1,$100.00,"Mar 30, 2022",Benchmade 535GRY-1 Ambidextrous Foldable Pocket Knife - GreenBenchmade 535GRY-1 Ambidextrous Foldable Pocket Knife - Green,$100.00,$5.15
https://thumbs.ebaystatic.com/pict/1340698616646464_1.jpg,1,$338.00,"Apr 12, 2022",#17 Benchmade 860SBK Bedlam Serrated 154CM G10 Manual Opening Knife USA#17 Benchmade 860SBK Bedlam Serrated 154CM G10 Manual Opening Knife USA,$338.00,$0.00
https://thumbs.ebaystatic.com/pict/1340754463346464_1.jpg,1,$79.99,"Apr 14, 2022",Benchmade 550 Folding Pocket Knife Black Made in USA Mel Pardue DesignBenchmade 550 Folding Pocket Knife Black Made in USA Mel Pardue Design,$79.99,$0.00
https://thumbs.ebaystatic.com/pict/1340764171866464_1.jpg,1,$150.00,"Apr 5, 2022","Benchmade 940 Osborne AXIS Lock Knife Natural G-10 (3.4"" Black M4)Benchmade 940 Osborne AXIS Lock Knife Natural G-10 (3.4"" Black M4)",$150.00,$5.40
https://thumbs.ebaystatic.com/pict/1340815752536464_1.jpg,1,$51.00,"Apr 15, 2022",Benchmade 10410 ORIGINAL 440C MINI PIKA Lockback KnifeBenchmade 10410 ORIGINAL 440C MINI PIKA Lockback Knife,$51.00,$4.75
https://thumbs.ebaystatic.com/pict/1340819331146464_1.jpg,1,$77.50,"Apr 10, 2022",BENCHMADE USA MEL PARDUE AXIS FOLDING KNIFE BLACK ATS-34 3” Blade Dull BladeBENCHMADE USA MEL PARDUE AXIS FOLDING KNIFE BLACK ATS-34 3” Blade Dull Blade,$77.50,$6.00
https://thumbs.ebaystatic.com/pict/1340831156976464_1.jpg,1,$162.50,"Apr 16, 2022",#73 T&E MANGANELLI I&E CLARA Benchmade 482 Megumi Nakamura Design S30V Knife USA#73 T&E MANGANELLI I&E CLARA Benchmade 482 Megumi Nakamura Design S30V Knife USA,$162.50,$0.00
https://thumbs.ebaystatic.com/pict/1340837840276464_1.jpg,1,$152.50,"Apr 17, 2022",#87 Blk/Blue Benchmade 665 APB 154CM Assisted G10 Knife 1ST Prod 512 of 1000 #87 Blk/Blue Benchmade 665 APB 154CM Assisted G10 Knife 1ST Prod 512 of 1000 ,$152.50,$0.00
https://thumbs.ebaystatic.com/pict/1340848171616464_1.jpg,1,$78.00,"Apr 18, 2022",#103 Olive Drab Benchmade 551BKOD S30V Griptilian Axis-Lock Knife#103 Olive Drab Benchmade 551BKOD S30V Griptilian Axis-Lock Knife,$78.00,$0.00
