Image,Field,Price,Field2,title1,title2,avg_cost,avg_shipping
https://thumbs.ebaystatic.com/pict/1340546373806464_1.jpg,1,$20.51,"Mar 20, 2022",#839 Black G10 CRKT 6865 Serrated Ignitor Outburst Assisted Opening Knife ,,$20.51,$0.00
https://thumbs.ebaystatic.com/pict/1340551152566464_1.jpg,1,$35.00,"Mar 20, 2022",#841 Titanium CRKT 2606 Niad Tanto Veff Serrated Frame Lock Climbers Knife,,$35.00,$0.00
https://thumbs.ebaystatic.com/pict/1340589652166464_1.jpg,1,$25.00,"Mar 26, 2022",Alaska BWANA Knife 8 1/2” CRKT Folding Knives,,$25.00,$5.50
https://thumbs.ebaystatic.com/pict/1340592157056464_1.jpg,1,$11.09,"Mar 26, 2022",CRKT 5520 PECK ED HALLIGAN DESIGN POCKET KNIFE MONEY CLIP ,,$11.09,$4.80
https://thumbs.ebaystatic.com/pict/1340592497636464_1.jpg,1,$33.75,"Mar 26, 2022",CRKT Pilar Pocket Knife Brown Micarta Handle 2.4 inch D2 Steel Blade 5311BKD2,,$33.75,$6.25
https://thumbs.ebaystatic.com/pict/1340599748466464_1.jpg,1,$24.99,"May 28, 2022",CRKT Delta 6213 Knife,,$24.99,$6.99
https://thumbs.ebaystatic.com/pict/1340612787276464_1.jpg,1,$32.00,"Mar 26, 2022",NEW Black CRKT M 16-13Z Serrated Liner Lock Knife NIB,,$32.00,$0.00
https://thumbs.ebaystatic.com/pict/1340621286156464_1.jpg,1,$12.50,"Mar 27, 2022",#939 Black CRKT 6460K Serrated Drifter Liner Lock Knife,,$12.50,$0.00
https://thumbs.ebaystatic.com/pict/1340624884146464_1.jpg,1,$20.50,"Mar 27, 2022",CRKT M16-10KS Carson Design Tanto Combo Edge Frame Lock Black Pocket Knife,,$20.50,$4.70
https://thumbs.ebaystatic.com/pict/1340665586896464_1.jpg,1,$18.50,"Mar 31, 2022",CRKT Carson Design M16-10KSF Pocket Knife,,$18.50,$5.15
https://thumbs.ebaystatic.com/pict/1340665610436464_1.jpg,1,$15.00,"Apr 1, 2022",CRKT Carson Design M16-10KSF Pocket Knife,,$15.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/wKYAAOSwC7FiQ2Nt/$_57.JPG?set_id=8800005007,1,$71.24,"Jun 8, 2022",,"9.5” Black CRKT Folding Combat Pocket Knife, Model M21-14SF",$71.24,$0.00
https://thumbs.ebaystatic.com/pict/1340709463036464_1.jpg,1,$69.99,"May 30, 2022",Black 7” CRKT HEIHO Folding Pocket Knife,,$69.99,$0.00
https://thumbs.ebaystatic.com/pict/1340757156906464_1.jpg,1,$39.00,"Apr 11, 2022","CRKT Carson M16-14ZSF Tanto Flipper Knife Desert Tan 3.875"" Bead Blast Serr",,$39.00,$5.50
https://thumbs.ebaystatic.com/pict/1340791426216464_1.jpg,1,$32.99,"Apr 7, 2022",CRKT Viele Wasp 8001 Folding Knife,,$32.99,$2.99
https://thumbs.ebaystatic.com/pict/1340808017516464_1.jpg,1,$29.00,"Apr 30, 2022",CRKT Carson Design Folding Pocket Knife M21-12G  Serrated Blade,,$29.00,$0.00
https://thumbs.ebaystatic.com/pict/1340812602746464_1.jpg,1,$21.00,"Apr 14, 2022",CRKT Carson Design M16-10KSF Pocket Knife,,$21.00,$0.00
https://thumbs.ebaystatic.com/pict/1340819527796464_1.jpg,1,$20.50,"Apr 15, 2022",#65 All Black Stainless CRKT M 16-01KS Spearpoint Frame Lock Knife,,$20.50,$0.00
https://thumbs.ebaystatic.com/pict/1340838738076464_1.jpg,1,$30.00,"Apr 12, 2022",CRKT CEO Flipper 7097 Folding Pocket Knife By Richard Rogers,,$30.00,$5.15
https://thumbs.ebaystatic.com/pict/1340850243226464_1.jpg,1,$10.99,"Apr 16, 2022",CRKT M16 10KS Folding Knife,,$10.99,$2.99
https://thumbs.ebaystatic.com/pict/1340859455326464_1.jpg,1,$36.09,"May 3, 2022", Stainless and Black CRKT 5470 Fossil Ikoma Design G10 Frame Lock Knife IKBS,,$36.09,$6.99
https://thumbs.ebaystatic.com/pict/1340860595546464_1.jpg,1,$12.50,"Apr 24, 2022",CRKT M16-10KS Serrated Tanto Carson Design Pocket Knife Black USED,,$12.50,$0.00
https://thumbs.ebaystatic.com/pict/1340912847646464_1.jpg,1,$33.00,"Apr 26, 2022",CRKT  Kasper  6783Z Folding Knife Crawford Design,,$33.00,$6.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/NwoAAOSwjS1iXw7B/$_57.JPG?set_id=8800005007,1,$26.59,"Jun 4, 2022",,"6.5” Gray CRKT Drifter Folding Pocket Knife, Model 6450S.",$26.59,$0.00
https://thumbs.ebaystatic.com/pict/1340929297146464_1.jpg,1,$15.00,"Apr 25, 2022",CRKT Carson Design M16-10KSF Pocket Knife,,$15.00,$5.25
https://thumbs.ebaystatic.com/pict/1340936609586464_1.jpg,1,$40.01,"Apr 26, 2022",#207 Black CRKT No Time Off 5350 Ikoma Design ILS LinerLock Knife IKBS Pivot,,$40.01,$0.00
https://thumbs.ebaystatic.com/pict/1340965791306464_1.jpg,1,$26.00,"Apr 29, 2022",#257 Black CRKT M 16-02Z Tanto Stainless LinerLock Knife ,,$26.00,$0.00
https://thumbs.ebaystatic.com/pict/1340966279636464_1.jpg,1,$185.00,"Apr 24, 2022",Limited Edition #117 of 250 CRKT Tuna Folding Framelock Pocket Knife Stonewash T,,$185.00,$4.70
https://i.ebayimg.com/00/s/MTEzOVgxNjAw/z/ECYAAOSwTZZiNzfv/$_57.JPG?set_id=8800005007,1,$12.00,"Jul 17, 2022",,Vintage  Folding Pocket Knife Single  Blade CRKT Colt ,$12.00,$0.00
https://thumbs.ebaystatic.com/pict/1341002168736464_1.jpg,1,$32.00,"May 3, 2022",#297 Black G10 Stainless CRKT 531kG Pilar Frame Lock Knife Voxnaes Design,,$32.00,$0.00
https://thumbs.ebaystatic.com/pict/1341042817556464_1.jpg,1,$24.51,"May 7, 2022",#349 Black CRKT M 16-10KS Serrated Tanto Stainless Frame Lock Knife,,$24.51,$0.00
https://thumbs.ebaystatic.com/pict/1341078169486464_1.jpg,1,$10.09,"May 10, 2022",#393 Stainless CRKT 6480 Pazoda Frame Lock Knife ,,$10.09,$0.00
https://thumbs.ebaystatic.com/pict/1341093830556464_1.jpg,1,$6.50,"May 11, 2022",Columbia River CRKT M16-01S Carson Design Pocket Knife,,$6.50,$0.00
https://thumbs.ebaystatic.com/pict/1341099051956464_1.jpg,1,$26.00,"May 12, 2022",#413 Black CRKT M 16-10KZ Serrated Tanto Stainless LinerLock Knife IKBS,,$26.00,$0.00
https://thumbs.ebaystatic.com/pict/1341160219876464_1.jpg,1,$20.89,"May 21, 2022","5¾” Stainless CRKT KISS Folding Pocket Knife w/ Combo Blade, Model 5510",,$20.89,$0.00
https://thumbs.ebaystatic.com/pict/1341190512186464_1.jpg,1,$26.00,"May 21, 2022","CRKT PIET VOXNAES Design 5390 Folding Knife, W/ Black Scales",,$26.00,$5.10
https://thumbs.ebaystatic.com/pict/1341209249146464_1.jpg,1,$10.99,"Jun 1, 2022",6” Black CRKT Wrangler Folding Pocket Knife,,$10.99,$0.00
https://thumbs.ebaystatic.com/pict/1341218818796464_1.jpg,1,$22.50,"May 24, 2022","CRKT Pilar III Black Knife, Plain Edge Framelock Stonewash D2 (5317D2)",,$22.50,$5.40
https://thumbs.ebaystatic.com/pict/1341220937516464_1.jpg,1,$4.25,"May 24, 2022",Columbia River CRKT M16-01S Carson Design Pocket Knife,,$4.25,$4.70
https://thumbs.ebaystatic.com/pict/1341231018666464_1.jpg,1,$31.00,"May 21, 2022",CRKT Homefront Folding Knife,,$31.00,$2.99
https://thumbs.ebaystatic.com/pict/1341241520116464_1.jpg,1,$7.50,"May 26, 2022",CRKT 6601 ACE Pike's Peak Folding Pocket Knife Plain Edge Liner Lock Black SS,,$7.50,$5.50
https://thumbs.ebaystatic.com/pict/1341276398416464_1.jpg,1,$29.00,"May 28, 2022",CRKT Triumph Crawford Design Spring Assisted Folding Knife,,$29.00,$2.99
https://thumbs.ebaystatic.com/pict/1341283575336464_1.jpg,1,$24.00,"May 31, 2022","CRKT Pilar III Black Knife, Plain Edge Framelock Stonewash D2 (5317D2)",,$24.00,$5.25
https://thumbs.ebaystatic.com/pict/1341289898346464_1.jpg,1,$17.50,"May 30, 2022",#651 Stonewashed CRKT 6451SW Drifter Frame Lock Knife,,$17.50,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/WBMAAOSwwiBikOh6/$_12.JPG?set_id=880000500F,1,$43.00,"Jun 3, 2022",,CRKT 5470 Fossil Ikoma Design Flipper Pocket Knife + CRKT Wrinkle Onion Design,$43.00,$9.45
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/xJQAAOSw20Rik1py/$_57.JPG?set_id=8800005007,1,$16.50,"Jun 3, 2022",,#701 Black CRKT M 16-10KS Serrated Tanto Stainless Frame Lock Knife,$16.50,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/LyEAAOSwMx5imvfr/$_12.JPG?set_id=880000500F,1,$41.00,"Jun 10, 2022",,CRKT M21-4G G10 Large Folding Knife,$41.00,$5.30
https://i.ebayimg.com/00/s/MTYwMFgxMjYw/z/yA8AAOSwwo5im3Fh/$_12.JPG?set_id=880000500F,1,$20.00,"Jun 11, 2022",,CRKT TUNA POCKET KNIFE (used),$20.00,$5.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/qIsAAOSwGIViTzye/$_57.JPG?set_id=8800005007,1,$32.29,"Jul 2, 2022",,"7.5” Black CRKT Ignitor Serrated Folding Pocket Knife, Model 6865",$32.29,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/tWEAAOSwj~tinm9r/$_57.JPG?set_id=8800005007,1,$17.50,"Jun 11, 2022",,#795 Black CRKT 7090 Cuatro G10 Flipper Liner Lock Knife,$17.50,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/8qgAAOSwTIlioUGJ/$_12.JPG?set_id=880000500F,1,$20.00,"Jun 8, 2022",,Snap On Crkt Rave Knife Ken Union,$20.00,$10.85
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/-8UAAOSwvKFipdFq/$_57.JPG?set_id=8800005007,1,$44.00,"Jun 17, 2022",,#878 Black CRKT M 16-14SFG Serrated Tanto Stainless G10 LinerLock Knife W/LAWKs,$44.00,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/cBEAAOSwvspiq5ZW/$_57.JPG?set_id=8800005007,1,$45.00,"Jun 16, 2022",,CRKT Carson M16-01F Spear Point Flipper Knife Carbon Fiber,$45.00,$1.96
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/qCgAAOSwS5tirMHZ/$_57.JPG?set_id=8800005007,1,$21.59,"Jun 22, 2022",,#945 Black CRKT 6813Z Ryan Model 7 Serrated Liner Lock Knife LAWKS,$21.59,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/5oIAAOSwHOhirmCK/$_12.JPG?set_id=880000500F,1,$17.49,"Jun 19, 2022",,CRKT Drifter Folding Knife ,$17.49,$2.99
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/y8wAAOSwq09isqcg/$_12.JPG?set_id=880000500F,1,$42.99,"Jun 30, 2022",,CRKT My Tighe Spring Assisted Folding Knife,$42.99,$2.99
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/gXcAAOSw~IVisw4T/$_57.JPG?set_id=8800005007,1,$19.50,"Jun 27, 2022",,#19 Stainless CRKT 6450S Drifter Frame Lock Knife,$19.50,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/LBoAAOSwNB5itdcC/$_57.JPG?set_id=8800005007,1,$55.78,"Jun 29, 2022",,#41 Stainless and Blue CRKT 5240 Nirk Tighe 2 Integral Lock Knife Tighe Design,$55.78,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/l-cAAOSwngZitwOT/$_57.JPG?set_id=8800005007,1,$41.80,"Jun 30, 2022",,#61 Black CRKT 7096 CEO Rogers Design LinerLock Shirt Pocket Knife,$41.80,$0.00
https://i.ebayimg.com/00/s/MTA5OFgxNDg1/z/kq8AAOSwNPxit04u/$_57.JPG?set_id=8800005007,1,$21.50,"Jul 2, 2022",,CRKT M16-01S Carson Design Folding Pocket Knife Plain Edge Frame Lock #1544,$21.50,$4.50
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/RbkAAOSwQFBiuNIa/$_12.JPG?set_id=880000500F,1,$18.29,"Jul 1, 2022",,CRKT M21-10KSF Folding Knife,$18.29,$2.99
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/99UAAOSw2F9iuNSY/$_12.JPG?set_id=880000500F,1,$19.99,"Jun 27, 2022",,CRKT M21-10KSF Folding Knife,$19.99,$2.99
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/kKQAAOSwyDliuTF7/$_12.JPG?set_id=880000500F,1,$40.00,"Jun 28, 2022",,CRKT M16-14DSFG Desert Tanto Large With Veff Serrations Folding Knife,$40.00,$5.20
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/z38AAOSwbq5ivGvW/$_57.JPG?set_id=880000500F,1,$34.00,"Jul 24, 2022",,CRKT  Eros-SS K456XXP Ken Onion Design Flipper Knife  AUS-8 Steel,$34.00,$5.40
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/qW0AAOSwK~livO1M/$_12.JPG?set_id=880000500F,1,$29.99,"Jul 23, 2022",,CRKT M16-03KS POCKET KNIFE,$29.99,$4.80
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/ZsUAAOSw0CRiv02q/$_57.JPG?set_id=8800005007,1,$33.00,"Jul 6, 2022",,#137 Black CRKT M 21-14SFG Serrated Stainless G10 LinerLock Knife W/LAWKs,$33.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/bqMAAOSwgQ9ixDvw/$_57.JPG?set_id=8800005007,1,$26.00,"Jul 10, 2022",,#197 Stainless CRKT 5311 Pilar Frame Lock Knife Voxnaes Design,$26.00,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/u8gAAOSws~xixN9I/$_12.JPG?set_id=880000500F,1,$16.99,"Jul 8, 2022",,CRKT Drifter Folding Knife,$16.99,$2.99
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/zGwAAOSwBLRixOA9/$_12.JPG?set_id=880000500F,1,$16.99,"Jul 7, 2022",,CRKT M16-01KS Folding Knife,$16.99,$2.99
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/LTgAAOSwVeFixOyr/$_12.JPG?set_id=880000500F,1,$12.99,"Jul 9, 2022",,CRKT Lake 111 Folding Knife,$12.99,$2.99
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/-egAAOSw9OZixO67/$_12.JPG?set_id=880000500F,1,$15.89,"Jul 11, 2022",,CRKT Drifter Folding Knife,$15.89,$2.99
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/uKkAAOSwFRxixPCs/$_12.JPG?set_id=880000500F,1,$22.99,"Jul 10, 2022",,CRKT Fossil Folding Knife,$22.99,$2.99
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/NMEAAOSwYyNixPJ0/$_12.JPG?set_id=880000500F,1,$32.99,"Jul 27, 2022",,"CRKT Snap On Ripple Assisted Folding Knife, Red, Rare",$32.99,$2.99
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/MqQAAOSwxrVixPMm/$_12.JPG?set_id=880000500F,1,$47.01,"Jul 6, 2022",,"CRKT Pilar Snap On Assisted Folding Knife, Red, Rare",$47.01,$2.99
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/s4kAAOSwx7Riu5sO/$_12.JPG?set_id=880000500F,1,$15.00,"Jul 25, 2022",,#938 Black CRKT M 16-10KSF Serrated Tanto Stainless Frame Lock Knife - C03,$15.00,$6.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/J9QAAOSwONBiu51R/$_12.JPG?set_id=880000500F,1,$14.99,"Aug 5, 2022",,CRKT M16-10KS Carson Design Tanto Combo Edge Frame Lock Black Pocket Knife - C03,$14.99,$6.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/6V0AAOSwnSNiyb47/$_57.JPG?set_id=8800005007,1,$37.00,"Jul 14, 2022",,#259 Black CRKT Homefront K250KXP Onion Design Field Strippable LinerLock Knife ,$37.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/DjoAAOSwguFiy4tB/$_12.JPG?set_id=880000500F,1,$32.33,"Jul 15, 2022",,CRKT Columbia River M16-13DSFG Pocket Knife Folder Tanto Point Blade Kit Carson,$32.33,$5.50
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/QLUAAOSwgbNizrrz/$_57.JPG?set_id=8800005007,1,$24.50,"Jul 18, 2022",,#311 CRKT 5820 Avant-Tac Ochs Design Lock Flipper Knife IKBS,$24.50,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/HcYAAOSwUjhizx9m/$_57.JPG?set_id=8800005007,1,$24.98,"Jul 18, 2022",,#317 Black CRKT K500GXP Helical Onion Design LinerLock Knife IKBS Pivot,$24.98,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/rXYAAOSwFpxi0Bow/$_57.JPG?set_id=8800005007,1,$27.00,"Jul 19, 2022",,#323 Black CRKT M 21-14SFG Serrated Stainless G10 LinerLock Knife W/LAWKs,$27.00,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/ZIkAAOSwaNti0uyL/$_12.JPG?set_id=880000500F,1,$11.50,"Jul 28, 2022",,CRKT M16-10KZ Serrated Tanto Stainless LinerLock Knife MANUAL OPEN ,$11.50,$4.65
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/x7MAAOSwiSNi1L8l/$_12.JPG?set_id=880000500F,1,$15.50,"Jul 24, 2022",,CRKT M16-10KZ Folding Knife - Black EDC - ,$15.50,$5.00
https://i.ebayimg.com/00/s/MTA2OVgxNjAw/z/rzQAAOSwIrpi1fw5/$_57.JPG?set_id=8800005007,1,$16.95,"Aug 1, 2022",,CRKT 5390 PIET Folding Knife w/Liner Lock  BinAH,$16.95,$5.00
https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/wkgAAOSwRyti2eQ-/$_57.JPG?set_id=8800005007,1,$68.87,"Jul 29, 2022",,Columbia River Knife and Tool CRKT Discontinued McGinnis Summa 1165 Knife,$68.87,$8.00
https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/XCwAAOSwdYNi2eUI/$_57.JPG?set_id=8800005007,1,$33.00,"Jul 29, 2022",,Columbia River Knife and Tool CRKT Discontinued Northcliffe Knife,$33.00,$8.00
https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/NIgAAOSwXWNi2eWC/$_57.JPG?set_id=8800005007,1,$22.50,"Jul 29, 2022",,Columbia River Knife and Tool CRKT Fossil Knife,$22.50,$8.00
https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/gosAAOSw-Npi2eZ1/$_57.JPG?set_id=8800005007,1,$16.50,"Jul 29, 2022",,Columbia River Knife and Tool CRKT Ruger Follow Through Knife,$16.50,$8.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/EtkAAOSw1v1i2n47/$_57.JPG?set_id=8800005007,1,$41.00,"Jul 27, 2022",,#437 SNAP-ON Red CRKT SEKC80AMWRV Ripple Ken Onion Liner Lock Flipper Knife ,$41.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/NgwAAOSws7Ni2oLO/$_57.JPG?set_id=8800005007,1,$20.50,"Jul 27, 2022",,#441 Black CRKT 6450K Drifter Liner Lock Knife,$20.50,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/yzgAAOSwBUdi3C5t/$_57.JPG?set_id=8800005007,1,$18.50,"Jul 28, 2022",,#463 Black CRKT M 16-01S Spearpoint Stainless Frame Lock Knife,$18.50,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/ZhMAAOSwDbpi2qcV/$_12.JPG?set_id=880000500F,1,$25.00,"Aug 1, 2022",,CRKT Columbia River Knife & Tool Lake 111 Knife Out Of Production,$25.00,$4.50
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/io0AAOSwNZFi4XMg/$_57.JPG?set_id=8800005007,1,$14.50,"Aug 1, 2022",,#512 Black & Green CRKT 1101 Moxie Outburst Assisted Opening Knife,$14.50,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/K64AAOSwETZi6R8W/$_57.JPG?set_id=8800005007,1,$16.00,"Aug 7, 2022",,#593 Black CRKT 6450K Drifter Serrated Liner Lock Knife,$16.00,$0.00
https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/wkgAAOSwRyti2eQ-/$_57.JPG?set_id=8800005007,1,$62.88,"Aug 11, 2022",,Columbia River Knife and Tool CRKT Discontinued McGinnis Summa 1165 Knife,$62.88,$8.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Br8AAOSwz21igxxb/$_57.JPG?set_id=8800005007,1,$25.00,"Aug 11, 2022",,CRKT FOLDING KNIFE MODEL 6232 CRAWFORD FALCON TAIWAN PREOWNED NOT USED ,$25.00,$5.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/hToAAOSwyfli9WaW/$_57.JPG?set_id=8800005007,1,$19.50,"Aug 16, 2022",,#711 Black Aluminum CRKT Lake III 7256 Lockback Knife,$19.50,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/elYAAOSwgQNi-GOb/$_12.JPG?set_id=880000500F,1,$17.50,"Aug 18, 2022",,CRKT Ignitor 6865 Folding Pocket Knife Black GOOD Condition,$17.50,$4.50
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/WZkAAOSwmedi-GRZ/$_12.JPG?set_id=880000500F,1,$13.50,"Aug 18, 2022",,CRKT 1102 Moxie Outburst Pocket Knife Assisted Open Liner Lock Plain Blade,$13.50,$5.20
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/MnEAAOSwwcpi~UlA/$_57.JPG?set_id=8800005007,1,$15.51,"Aug 22, 2022",,#779 Black CRKT M 16-10KS Serrated Tanto Stainless Frame Lock Knife,$15.51,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/ckAAAOSwiX1jALka/$_57.JPG?set_id=8800005007,1,$12.50,"Aug 25, 2022",,#815 Black CRKT 6442 Edgie Self-Sharpening Slipjoint Knife ,$12.50,$0.00
https://i.ebayimg.com/00/s/MTA2OVgxNjAw/z/Pf4AAOSwSkJjAlYT/$_57.JPG?set_id=8800005007,1,$15.00,"Aug 27, 2022",,CRKT Ignitor 6850 Assisted Opening Pocket Knife BinAH,$15.00,$5.00
https://thumbs.ebaystatic.com/pict/1438518896086464_1.jpg,1,$19.84,"Sep 25, 2021",CRKT Columbia River KNIFE 6612 DOOLITTLE Linerlock Folding Pocket Knife,,$19.84,$4.45
https://thumbs.ebaystatic.com/pict/1440099881886464_1.jpg,1,$29.90,"Sep 10, 2021",CRKT Ruger High-Brass Folding Pocket Knife R2602 - Retipped and Reprofiled Blade,,$29.90,$0.00
https://thumbs.ebaystatic.com/pict/1440620653356464_1.jpg,1,$26.90,"Sep 10, 2021",CRKT M16-10KS Carson Design Folding Pocket Knife Tanto Combo Edge Frame Lock ,,$26.90,$4.70
https://thumbs.ebaystatic.com/pict/1440711250776464_1.jpg,1,$20.00,"Sep 20, 2021","CRKT M21-02G Folding Knife, Carson Flipper Opening",,$20.00,$0.00
https://thumbs.ebaystatic.com/pict/1441205385396464_1.jpg,1,$25.00,"Sep 13, 2021",CRKT M16-10KZ Folding Pocket Knife,,$25.00,$0.00
https://thumbs.ebaystatic.com/pict/1441531110776464_1.jpg,1,$35.00,"Sep 7, 2021",CRKT M16-14ZER CARSON EMERGENCY RESCUE FLIPPER KNIFE ORANGE,,$35.00,$0.00
https://thumbs.ebaystatic.com/pict/1441531113766464_1.jpg,1,$38.00,"Sep 25, 2021",CRKT M16-14Z CARSON FOLDING FLIPPER KNIFE AUTO LAWKS,,$38.00,$0.00
https://thumbs.ebaystatic.com/pict/1441531121766464_1.jpg,1,$36.00,"Jan 11, 2022",CRKT 6290 THERO FLIPPER KNIFE,,$36.00,$0.00
https://thumbs.ebaystatic.com/pict/1441531164726464_1.jpg,1,$28.00,"Sep 29, 2021","CRKT ""HAMMOND CRUISER""  POCKET KNIFE 7914DKG",,$28.00,$0.00
https://thumbs.ebaystatic.com/pict/1441531262426464_1.jpg,1,$20.00,"Sep 13, 2021",CRKT M16-01KS Folding Pocket Knife Spearpoint,,$20.00,$0.00
https://thumbs.ebaystatic.com/pict/1441531277516464_1.jpg,1,$20.00,"Oct 11, 2021",CRKT M16-10KS Folding Pocket Knife,,$20.00,$0.00
https://thumbs.ebaystatic.com/pict/1441531281366464_1.jpg,1,$17.00,"Oct 18, 2021",CRKT M16-10KS Folding Pocket Knife,,$17.00,$0.00
https://thumbs.ebaystatic.com/pict/1441531293656464_1.jpg,1,$26.00,"Sep 28, 2021",CRKT M16-01S Carson Design Folding Pocket Knife ,,$26.00,$0.00
https://thumbs.ebaystatic.com/pict/1441531370856464_1.jpg,1,$18.50,"Oct 10, 2021",CRKT 4635 Bev-Edge Folding Knife,,$18.50,$0.00
https://thumbs.ebaystatic.com/pict/1441531407136464_1.jpg,1,$18.00,"Dec 8, 2021",CRKT Ruger Trajectory R2802 Pocket Knife,,$18.00,$0.00
https://thumbs.ebaystatic.com/pict/1441531497556464_1.jpg,1,$20.00,"Aug 31, 2021",CRKT Ignitor 6865 Assisted Pocket Knife,,$20.00,$0.00
https://thumbs.ebaystatic.com/pict/1441712092346464_1.jpg,1,$16.00,"Sep 16, 2021",CRKT PAZODA 6480 FOLDER POCKET KNIFE,,$16.00,$0.00
https://thumbs.ebaystatic.com/pict/1441712119466464_1.jpg,1,$22.00,"Sep 4, 2021",CRKT M16-10KS Folding Pocket Knife,,$22.00,$0.00
https://thumbs.ebaystatic.com/pict/1441712146176464_1.jpg,1,$18.00,"Sep 26, 2021",CRKT Drifter 6450K Pocket Knife,,$18.00,$0.00
https://thumbs.ebaystatic.com/pict/1441730009036464_1.jpg,1,$18.62,"Sep 14, 2021","7 ½” Black CRKT Tactical Folding Knife, Model M16-01S",,$18.62,$2.00
https://thumbs.ebaystatic.com/pict/1441780397746464_1.jpg,1,$42.50,"Oct 8, 2021",CRKT M16-13SFG Carson Design Special Forces G10 Handle Knife NICE!!!!,,$42.50,$4.70
https://thumbs.ebaystatic.com/pict/1441794665756464_1.jpg,1,$26.00,"Sep 1, 2021",CRKT Ignitor 6865 Assisted Pocket Knife,,$26.00,$0.00
https://thumbs.ebaystatic.com/pict/1441825740706464_1.jpg,1,$25.00,"Sep 22, 2021",CRKT RYAN  2803 Pocket Knife,,$25.00,$0.00
https://thumbs.ebaystatic.com/pict/1441841571196464_1.jpg,1,$15.50,"Sep 10, 2021",CRKT 6855 IGNITOR ASSIST OPEN LINER LOCK FOLDING Knife Green,,$15.50,$4.85
https://thumbs.ebaystatic.com/pict/1441841807736464_1.jpg,1,$44.00,"Sep 10, 2021",CRKT 6782 Folding Knife Crawford Kasper Design Discontinued  2000 Used,,$44.00,$10.00
https://thumbs.ebaystatic.com/pict/1441855885986464_1.jpg,1,$25.00,"Sep 7, 2021","CRKT Lake Signature Folding Pocket Knife, 7103, Excellent Condition",,$25.00,$5.00
