Image,url,item,Field4,price,shipping,Data_field
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/YkUAAOSwt9FilZED/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/185446341845?nordt=true&orig_cvip=true&rt=nc,Kershaw 1660CKTST Leek Pocket Knife Stainless Assisted Opening Ken Onion,"Sep 23, 2022",$36.32,$4.96,185446341845
https://i.ebayimg.com/00/s/MTEwM1gxMzI1/z/DdIAAOSwQeNh3weS/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/325002860635?nordt=true&orig_cvip=true&rt=nc,Kershaw Link 1776 Pocket Knife Black Assisted Opening Plain Blade Liner LockUSA,"Sep 23, 2022",$44.99,$4.99,325002860635
https://i.ebayimg.com/00/s/MTE3N1gxMjAw/z/lKwAAOSwbCVjKSs7/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/185587614104?nordt=true&orig_cvip=true&rt=nc,"Kershaw Leek (1660) Folding Knife 3"" 14C28N Sandvik Steel Blade Stainless Handle","Sep 23, 2022",$26.99,$5.15,185587614104
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/xxkAAOSwnypjKQsx/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255735009358?nordt=true&orig_cvip=true&rt=nc,Kershaw Emerson Wave 6034 Folding Pocket Knife!,"Sep 23, 2022",$32.00,$0.00,255735009358
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/8lUAAOSwZ-9jJJZl/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/354294969412?nordt=true&orig_cvip=true&rt=nc,Kershaw Kimber Knife,"Sep 23, 2022",$42.00,$5.25,354294969412
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/LSgAAOSw93Ji6C3x/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/155100747100?nordt=true&orig_cvip=true&rt=nc,1 Kershaw Junkyard Dog II Composite Blade 1725CB D2 Folding Knife   Lot R5,"Sep 23, 2022",$185.00,$6.00,155100747100
https://i.ebayimg.com/00/s/OTE3WDE1ODk=/z/GnQAAOSwsTBjBYvB/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/265847180153?nordt=true&orig_cvip=true&rt=nc,Kershaw 1840ST Shallot Assisted Flipper Ken Onion Folding Knife Discontinued USA,"Sep 23, 2022",$149.99,$0.00,265847180153
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/7F4AAOSwDI5jJ2QN/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/394254845926?nordt=true&orig_cvip=true&rt=nc,Kershaw USA Ken Onion Leek 1660BLKW Folding Pocket Knife,"Sep 23, 2022",$30.00,$0.00,394254845926
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/i1wAAOSwAsxjKla5/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255736563435?nordt=true&orig_cvip=true&rt=nc,Kershaw A/O Cryo 1555TI Folding Pocket Knife!,"Sep 23, 2022",$14.97,$0.00,255736563435
https://i.ebayimg.com/00/s/MTA0NFgxMzY0/z/KtsAAOSw8Bphw2g1/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/324957377577?nordt=true&orig_cvip=true&rt=nc,Kershaw Frame Lock Pocket Knife Lot of 2 (1555TI & 1556TI Assisted Speedsafe),"Sep 23, 2022",$50.00,$3.75,324957377577
https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/ArkAAOSwHMRjG1xQ/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/354270684135?nordt=true&orig_cvip=true&rt=nc,DEFECTIVE - Kershaw Ember 3560 Knife,"Sep 23, 2022",$13.00,$0.00,354270684135
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/D~MAAOSwqrpjLiDh/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/284977728750?nordt=true&orig_cvip=true&rt=nc,Kershaw 1640 Ken Onion Vapor Silver Single Blade Locking Knife ,"Sep 23, 2022",$14.99,$4.98,284977728750
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/C1EAAOSwbDBjI3HA/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/275462075135?nordt=true&orig_cvip=true&rt=nc,Kershaw Camshaft 1370 Folding Knife - Speedsafe Assisted Opening Black,"Sep 23, 2022",$19.00,$2.00,275462075135
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/VkEAAOSwjL5jH9wk/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/374252250796?nordt=true&orig_cvip=true&rt=nc,Kershaw 1620ST Scallion Assisted Folding Pocket Knife Made In USA I1430,"Sep 23, 2022",$20.00,$0.00,374252250796
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/IHgAAOSw-DhjLH4J/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144730410212?nordt=true&orig_cvip=true&rt=nc,Kershaw Blur 1670BLK Pocket Knife,"Sep 23, 2022",$35.00,$0.00,144730410212
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/i1YAAOSwwZVjLH5U/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144730412060?nordt=true&orig_cvip=true&rt=nc,Kershaw 1670OLBLK Blur  Assisted Folding Pocket Knife ,"Sep 23, 2022",$33.00,$0.00,144730412060
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/GA8AAOSwNpljLIDv/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144730428213?nordt=true&orig_cvip=true&rt=nc,Kershaw Emerson 6034 Folding Pocket Knife,"Sep 23, 2022",$20.00,$0.00,144730428213
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/95sAAOSwNgtgwjHa/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144071104402?nordt=true&orig_cvip=true&rt=nc,Kershaw 1810X Intellect assisted flipper knife,"Sep 23, 2022",$20.00,$0.00,144071104402
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/ewwAAOSwDrNjBEX-/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/374224780602?nordt=true&orig_cvip=true&rt=nc,KERSHAW - Freefall DISCONTINUED Spring Assist Speedsafe FLIPPER knife E1093,"Sep 23, 2022",$13.00,$5.15,374224780602
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/NxYAAOSwENtjD9kh/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/374235875417?nordt=true&orig_cvip=true&rt=nc,KERSHAW EMERSON  frame-lock G-10 knife wave 6034T H1224,"Sep 23, 2022",$27.00,$0.00,374235875417
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/83QAAOSwFR9jKedv/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/284973851739?nordt=true&orig_cvip=true&rt=nc,Kershaw Knockout 1870EBBW Assisted Flipper Knife M390 Black Wash Blade,"Sep 23, 2022",$189.00,$0.00,284973851739
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/yvIAAOSwsOZiboo-/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/363828281697?nordt=true&orig_cvip=true&rt=nc,Kershaw Natrix 7007CF Knife,"Sep 23, 2022",$21.50,$5.00,363828281697
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/O4IAAOSw1yNjI2YN/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/354281704956?nordt=true&orig_cvip=true&rt=nc,Kershaw Cryo 1555TI Assisted Open Knife Frame Lock Plain Edge Blade,"Sep 23, 2022",$21.00,$0.00,354281704956
https://i.ebayimg.com/00/s/OTUxWDE2MDA=/z/wtoAAOSwv75jKSFd/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/265894255888?nordt=true&orig_cvip=true&rt=nc,Kershaw Blackout 1550ST Assisted Open Combo Blade EDC Pocket Knife!,"Sep 23, 2022",$53.97,$0.00,265894255888
https://i.ebayimg.com/00/s/NTg1WDE0OTc=/z/5n8AAOSwR1xjKOh0/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/225170224277?nordt=true&orig_cvip=true&rt=nc,Kershaw Blur Ken Onion Assisted Folding Tanto Blade Knife 1670TBLKST Made In USA,"Sep 23, 2022",$44.00,$0.00,225170224277
https://i.ebayimg.com/00/s/MTA5OVgxNTAw/z/DNoAAOSwqQxjJKkB/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/115528736128?nordt=true&orig_cvip=true&rt=nc,Kershaw 1660 TGRYST USA S30V Assist Knife Ken Onion Oct 08 Lightly Used,"Sep 23, 2022",$82.17,$10.00,115528736128
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/lo0AAOSwzXxjLGG5/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144730240601?nordt=true&orig_cvip=true&rt=nc,Kershaw Ken Onion Leek 1660ST Pocket Knife ,"Sep 23, 2022",$36.00,$0.00,144730240601
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/iy8AAOSwNpljLMQ9/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/394254849903?nordt=true&orig_cvip=true&rt=nc,Kershaw Zing 1730SS Assisted Open Knife Frame Lock Plain Edge Blade,"Sep 23, 2022",$20.00,$0.00,394254849903
https://i.ebayimg.com/00/s/MTYwMFgxNDUx/z/VYIAAOSwkE9i7VLh/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255663080378?nordt=true&orig_cvip=true&rt=nc,Kershaw 1025 Cinder Folding Pocket Knife Hinderer Design KAI Black Set of 2,"Sep 23, 2022",$14.00,$5.30,255663080378
https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/EOsAAOSw1cdjLLmj/$_57.PNG?set_id=880000500F,https://www.ebay.com/itm/115536441455?nordt=true&orig_cvip=true&rt=nc,KERSHAW KEN ONION-CHIVE 1600BLK -POLISHED BLACK-FOLDING LOCKING KNIFE-EXCELLENT,"Sep 23, 2022",$49.99,$5.99,115536441455
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/EC0AAOSwY1NjINYE/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/134231131218?nordt=true&orig_cvip=true&rt=nc,Kershaw 1720 Junkyard Dog Folding Knife,"Sep 22, 2022",$84.99,$2.99,134231131218
https://i.ebayimg.com/00/s/NTk0WDEzNzg=/z/ZMcAAOSwTMNjG2gB/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/265889728332?nordt=true&orig_cvip=true&rt=nc,KERSHAW POCKET KNIFE FLIP BLADE 4020 8Cr13MoV SINKEVICH DESIGN READ!!!,"Sep 22, 2022",$13.00,$9.68,265889728332
https://i.ebayimg.com/00/s/MTA3MlgxMzcw/z/PDoAAOSwubthr-n1/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/324938868066?nordt=true&orig_cvip=true&rt=nc,Kershaw 1776BW Pocket Knife Black Assisted Folding Speedsafe Plain Liner Lock  ,"Sep 22, 2022",$34.00,$3.99,324938868066
https://i.ebayimg.com/00/s/NzMxWDExOTk=/z/lJkAAOSwHr1jHqcv/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255732085747?nordt=true&orig_cvip=true&rt=nc,Used Kershaw 1605CKTST Pocket Knife,"Sep 22, 2022",$9.50,$4.00,255732085747
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/sOQAAOSwzeVjJoUM/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/134238151688?nordt=true&orig_cvip=true&rt=nc, Kershaw 1600 Chive Stainless Assisted Opening Knife USA,"Sep 22, 2022",$13.28,$4.65,134238151688
https://i.ebayimg.com/00/s/MTE0OFgxMTU3/z/bfAAAOSwT2RjI~En/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255728927006?nordt=true&orig_cvip=true&rt=nc,Kershaw Ferrite Framelock A/O Carbonitride Titanium Handle Folding Knife 1557ti,"Sep 22, 2022",$18.50,$5.50,255728927006
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/ZbsAAOSwKnNjI~Cq/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255728924700?nordt=true&orig_cvip=true&rt=nc,Kershaw Emerson CQC-4K Wave Tan G10 Drop Pt Folding Pocket Knife 6054BRNBLK,"Sep 22, 2022",$20.50,$5.25,255728924700
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/W68AAOSwFiJjI-~L/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/134234810181?nordt=true&orig_cvip=true&rt=nc, Kershaw 1600 Chive Stainless Assisted Opening Knife USA,"Sep 22, 2022",$10.50,$4.65,134234810181
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/vNAAAOSwWV9jI--Y/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255728918295?nordt=true&orig_cvip=true&rt=nc,Kershaw Clash Folding Knife A/O Folder Combo Edge Black by: Ken Onion 1605CKTST,"Sep 22, 2022",$8.50,$5.15,255728918295
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/fjMAAOSwGNRjI-5c/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/134234809011?nordt=true&orig_cvip=true&rt=nc,KERSHAW 1620 SCALLION Stainless Speed-Safe assisted framelock knife USA ,"Sep 22, 2022",$18.03,$5.30,134234809011
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/kwYAAOSwtq1jI-6I/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255728915432?nordt=true&orig_cvip=true&rt=nc,Kershaw Blur 1670OLBLK Pocket Knife - Ken Onion Design Assisted Liner Lock,"Sep 22, 2022",$31.00,$0.00,255728915432
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/iL8AAOSwFNZib-DX/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/354039153990?nordt=true&orig_cvip=true&rt=nc,Kershaw 3930 Flitch Black GFN Handle Speedsafe Assisted Pocket Knife Used (41),"Sep 22, 2022",$15.00,$0.00,354039153990
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/DJ8AAOSwHnNjJn69/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/134238091389?nordt=true&orig_cvip=true&rt=nc,Kershaw 1660BLKW  Leek Assisted Open Pocket knife VERY NICE CONDITION ,"Sep 22, 2022",$24.50,$4.50,134238091389
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/ah4AAOSwPsdjEncS/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/295221756355?nordt=true&orig_cvip=true&rt=nc,Kershaw Speedsafe 1557TI Titanium Ferrite Assisted Folding Pocket Knife 8CR13MoV,"Sep 22, 2022",$18.99,$0.00,295221756355
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/rSkAAOSwjXtjI9s8/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/295221739676?nordt=true&orig_cvip=true&rt=nc,Kershaw USA 1760 Skyline Manual Pocket Knife,"Sep 22, 2022",$64.99,$0.00,295221739676
https://i.ebayimg.com/00/s/ODc2WDE1MDY=/z/tCkAAOSw1y5jH-CF/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/265882906750?nordt=true&orig_cvip=true&rt=nc,Kershaw USA 1660OLBLK Leek Knife  ASSISTED OPENING Ken Onion! NO RESERVE!!!,"Sep 22, 2022",$21.50,$4.85,265882906750
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/2EMAAOSw9ohjLIAg/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144730422878?nordt=true&orig_cvip=true&rt=nc,Kershaw 3560 Ember Hinderer Designed Assisted Pocket Knife ,"Sep 22, 2022",$12.00,$0.00,144730422878
https://i.ebayimg.com/00/s/NTgxWDE2MDA=/z/wTgAAOSwQb9jBmnp/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/185590542294?nordt=true&orig_cvip=true&rt=nc,Kershaw Stainless Steel Link Black Folding Knife Model M390 1776BLK,"Sep 22, 2022",$88.58,$12.58,185590542294
https://i.ebayimg.com/00/s/Njc0WDE2MDA=/z/vRQAAOSwwdJjI7fa/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/295221577859?nordt=true&orig_cvip=true&rt=nc,Kershaw USA 1835TBLKST Kuro Assisted Folding Pocket Knife ,"Sep 22, 2022",$14.00,$0.00,295221577859
https://i.ebayimg.com/00/s/ODc2WDE2MDA=/z/7XIAAOSwDINjI8yd/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/295221666770?nordt=true&orig_cvip=true&rt=nc,Lot of 2 - Kershaw Speedsafe Assisted Folding Knife 1555TI Cryo + 1300WM Tanto,"Sep 22, 2022",$22.50,$0.00,295221666770
https://i.ebayimg.com/00/s/NTI2WDE2MDA=/z/pVsAAOSwN75jI7B6/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/295221550961?nordt=true&orig_cvip=true&rt=nc,Kershaw 1950 Tremor Stonewash Assisted Folding Pocket Knife ,"Sep 22, 2022",$63.00,$0.00,295221550961
https://i.ebayimg.com/00/s/NTM3WDE2MDA=/z/1BMAAOSw3UZjI6oN/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/295221524578?nordt=true&orig_cvip=true&rt=nc,Kershaw USA 1475 Storm II Folding Knife ,"Sep 22, 2022",$68.00,$0.00,295221524578
https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/000AAOSwL7hjJml7/$_1.JPG?set_id=880000500F,https://www.ebay.com/itm/314151656786?nordt=true&orig_cvip=true&rt=nc,VINTAGE KERSHAW 12GA JAPAN SNAP-ON TOOLS FIGURAL SHOTGUN SHELL JACK KNIFE KNIVES,"Sep 22, 2022",$15.50,$5.25,314151656786
https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/KMEAAOSw4z9jJmkN/$_1.JPG?set_id=880000500F,https://www.ebay.com/itm/234699390419?nordt=true&orig_cvip=true&rt=nc,VINTAGE KERSHAW USA KEN ONION 1600 CHIVE LOCKBACK FOLDING KNIFE KNIVES POCKET EC,"Sep 22, 2022",$18.50,$5.25,234699390419
https://i.ebayimg.com/00/s/NTc4WDE2MDA=/z/BwoAAOSwXS5jI8DX/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/295221620043?nordt=true&orig_cvip=true&rt=nc,Kershaw USA 1670TTSST Blur Assisted Tiger Stripe Tanto Folding Knife,"Sep 22, 2022",$47.00,$0.00,295221620043
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/w6oAAOSw0t5iJTxW/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/125517881321?nordt=true&orig_cvip=true&rt=nc,Kershaw 1970ST Burst Stonewash Black Handle SpeedSafe Assisted Pocket Knife (8),"Sep 22, 2022",$12.00,$4.50,125517881321
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/uL4AAOSwL~RjLGSV/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144730266126?nordt=true&orig_cvip=true&rt=nc,Kershaw Volt II  Folding Knife 3650GRYBLK,"Sep 22, 2022",$18.00,$0.00,144730266126
https://i.ebayimg.com/00/s/MTM2NFgxNjAw/z/dFQAAOSw3NxjJIdd/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/275465252193?nordt=true&orig_cvip=true&rt=nc,Kershaw 1530 Hawk Kai Knife Black Handle Single Blade Liner Lock Made in China,"Sep 22, 2022",$9.95,$4.00,275465252193
https://i.ebayimg.com/00/s/MTM2MVgxNjAw/z/XL4AAOSwuS1jJIa2/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/275465253799?nordt=true&orig_cvip=true&rt=nc,Kershaw 3812 Thistle Knife Black Handle Single Blade Button Lock,"Sep 22, 2022",$10.50,$4.00,275465253799
https://i.ebayimg.com/00/s/MTM5MVgxNjAw/z/lL8AAOSwKOFjJIfV/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/284970659448?nordt=true&orig_cvip=true&rt=nc,Kershaw 1960 Drone Galyean Design Knife Black Handle Single Blade Liner Lock,"Sep 22, 2022",$9.95,$4.00,284970659448
https://i.ebayimg.com/00/s/MTUxNlgxNjAw/z/ECMAAOSwUSxjJIlC/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/275465250686?nordt=true&orig_cvip=true&rt=nc,Kershaw 1730 Zing Speedsafe Knife Black Handle Single Blade Frame Lock,"Sep 22, 2022",$12.50,$4.00,275465250686
https://i.ebayimg.com/00/s/MTM2MVgxNjAw/z/n7EAAOSwB01jJIpD/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/284970658535?nordt=true&orig_cvip=true&rt=nc,Kershaw 1445 Half Ton Wrench Knife Red Handle Single Blade Liner Lock,"Sep 22, 2022",$9.95,$4.00,284970658535
https://i.ebayimg.com/00/s/MTQyMlgxNjAw/z/enEAAOSwxxFjJIhq/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/284970659215?nordt=true&orig_cvip=true&rt=nc,Kershaw 1760 Skyline Knife Black Handle Single Blade Liner Lock Made in USA,"Sep 22, 2022",$43.88,$4.00,284970659215
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/AEEAAOSwefxjKkV5/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255736482439?nordt=true&orig_cvip=true&rt=nc,Kershaw 1660GRYBW Leek Assisted Folding Pocket Knife!,"Sep 22, 2022",$30.00,$0.00,255736482439
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/18cAAOSw8KtjKR9j/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255735097735?nordt=true&orig_cvip=true&rt=nc,"Kershaw Leek 1660SWBLK, Plain Edge, Speed Safe Assisted Open Pocket Knife!","Sep 22, 2022",$34.97,$0.00,255735097735
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/MkoAAOSwI25jKlkI/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255736572555?nordt=true&orig_cvip=true&rt=nc,Kershaw A/O Cryo 1555TI Folding Pocket Knife!,"Sep 22, 2022",$17.99,$0.00,255736572555
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Fn0AAOSwqiReemmK/$_1.JPG?set_id=8800005007,https://www.ebay.com/itm/353020531379?nordt=true&orig_cvip=true&rt=nc,KERSHAW 1600SS Chrome Chive Folding Knife EXCELLENT,"Sep 22, 2022",$35.00,$5.50,353020531379
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/yfYAAOSwvr5jGpIl/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/265876680755?nordt=true&orig_cvip=true&rt=nc,Kershaw Fallaway 1351 Assisted Open Carbon Fiber Overlay Folding Pocket Knife!,"Sep 22, 2022",$21.97,$0.00,265876680755
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/Hj4AAOSwM5Nix3KK/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/195334828122?nordt=true&orig_cvip=true&rt=nc,"KERSHAW 9910 Kai Japan 3"" Vintage paring knife","Sep 22, 2022",$24.95,$0.00,195334828122
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/p44AAOSwO2Ji9Zum/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/185547645814?nordt=true&orig_cvip=true&rt=nc,"Kershaw 1357 Wilden Assisted Flipper Knife 2.9"" BlackWash 8Cr13MoV Drop Point ","Sep 22, 2022",$20.00,$4.76,185547645814
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/QukAAOSwJFpjLHmj/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144730384893?nordt=true&orig_cvip=true&rt=nc,Kershaw 1930 Pocket Knife,"Sep 22, 2022",$14.00,$0.00,144730384893
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/LnwAAOSw14xjBQfy/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/204075573192?nordt=true&orig_cvip=true&rt=nc,Kershaw Assisted Opening Sweet 1830  Folding Pocket Knife - Sweet 1,"Sep 22, 2022",$19.99,$0.00,204075573192
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/lEwAAOSw-W1jLJcT/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/144730559450?nordt=true&orig_cvip=true&rt=nc,Kershaw knifes (lot of 10),"Sep 22, 2022",$80.00,$9.45,144730559450
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/qjIAAOSwurVjLHth/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144730393731?nordt=true&orig_cvip=true&rt=nc,Kershaw Barricade 8650 Folding Pocket Knife,"Sep 22, 2022",$16.00,$0.00,144730393731
https://i.ebayimg.com/00/s/NzAxWDE1OTc=/z/aUUAAOSwV1NjKaVZ/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/265894788043?nordt=true&orig_cvip=true&rt=nc,Kershaw Emerson Wave CQC-6K Framelock D2 Tool Steel Black Folding Knife 6034D2,"Sep 22, 2022",$20.00,$5.50,265894788043
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/MkIAAOSwXNtjKqOi/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/363987672099?nordt=true&orig_cvip=true&rt=nc,1776BW Kershaw Link Blackwashed Pocket Knife-Assisted Open/Liner Lock USA MADE,"Sep 22, 2022",$39.75,$5.20,363987672099
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/xaAAAOSwYzZjLHue/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144730395254?nordt=true&orig_cvip=true&rt=nc,Kershaw Zing 1730SS Folding Pocket Knife,"Sep 22, 2022",$15.00,$0.00,144730395254
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/IK4AAOSwfPpi9m7g/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/284929996222?nordt=true&orig_cvip=true&rt=nc,Kershaw 1955 SHOWTIME   Folding Pocket Knife Rexford  Design ,"Sep 22, 2022",$15.00,$4.60,284929996222
https://i.ebayimg.com/00/s/MTYwMFg3Nzk=/z/KRYAAOSwJT1jJ~c1/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/225169167116?nordt=true&orig_cvip=true&rt=nc,Kershaw Leek 1660  Knife Knives Onion Plain Edge  BLADE HAS BEEN GROUND FLAT.,"Sep 22, 2022",$15.00,$5.50,225169167116
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/TdAAAOSwrLZjJcI~/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/134237285081?nordt=true&orig_cvip=true&rt=nc,#198 Stainless Kershaw 1730SS Zing Speedsafe Assisted Liner Lock Knife,"Sep 22, 2022",$21.00,$0.00,134237285081
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/wtIAAOSw9cti9wBF/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/275461602402?nordt=true&orig_cvip=true&rt=nc,Kershaw Chive 1600 Folding Pocket Knife - Ken Onion Design - Stainless Steel,"Sep 22, 2022",$30.00,$4.00,275461602402
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Wl0AAOSwS0Ni69xZ/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/284921305154?nordt=true&orig_cvip=true&rt=nc,Rare Kershaw Blur Twill 1670NBS30V Assisted Blue Knife Carbon Fiber?,"Sep 22, 2022",$125.00,$6.99,284921305154
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/TSsAAOSwG4tjKyOJ/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/175423587780?nordt=true&orig_cvip=true&rt=nc,"Kershaw Emerson 6074OLBLK CQC-5K Folding Knife Black Blade, OD Green G10 Handle","Sep 22, 2022",$15.99,$0.00,175423587780
