index,brand,endedDate,image,itemNumber,price,priceWithCurrency,url,benchmade,profit,ROI,buck,case,crkt,kershaw,spyderco,victorinox
1733,buck,"Jul 02, 2022",https://i.ebayimg.com/images/g/OlcAAOSwbPtiwGYM/s-l500.jpg,144631729262,18.0,US $18.00,https://www.ebay.com/itm/144631729262,0.0,-9.0,-33.33333333333333,20.0,0.0,0.0,0.0,0.0,0.0
1734,buck,"Aug 16, 2022",https://i.ebayimg.com/images/g/HNEAAOSwxnFi7rtw/s-l500.jpg,144681989518,16.0,US $16.00,https://www.ebay.com/itm/144681989518,0.0,-11.0,-40.74074074074074,20.0,0.0,0.0,0.0,0.0,0.0
1735,buck,"Jul 29, 2022",https://i.ebayimg.com/images/g/yIAAAOSwKARioDjC/s-l500.jpg,325231160489,49.99,US $49.99,https://www.ebay.com/itm/325231160489,0.0,22.990000000000002,85.14814814814815,20.0,0.0,0.0,0.0,0.0,0.0
1736,buck,"May 28, 2022",https://i.ebayimg.com/images/g/ulQAAOSwwZxifD8C/s-l500.jpg,234548468958,57.0,US $57.00,https://www.ebay.com/itm/234548468958,0.0,30.0,111.11111111111111,20.0,0.0,0.0,0.0,0.0,0.0
1737,buck,"Aug 23, 2022",https://i.ebayimg.com/images/g/JY0AAOSwqNtjA9U2/s-l500.jpg,144690043724,23.0,US $23.00,https://www.ebay.com/itm/144690043724,0.0,-4.0,-14.814814814814813,20.0,0.0,0.0,0.0,0.0,0.0
1738,buck,"Aug 12, 2022",https://i.ebayimg.com/images/g/aHUAAOSwzG9i7rsH/s-l500.jpg,144672481814,28.0,US $28.00,https://www.ebay.com/itm/144672481814,0.0,1.0,3.7037037037037033,20.0,0.0,0.0,0.0,0.0,0.0
1739,buck,"May 28, 2022",https://i.ebayimg.com/images/g/kXEAAOSwI-RiU5Me/s-l500.jpg,265638360539,17.09,US $17.09,https://www.ebay.com/itm/265638360539,0.0,-9.91,-36.7037037037037,20.0,0.0,0.0,0.0,0.0,0.0
1740,buck,"Jun 28, 2022",https://i.ebayimg.com/images/g/9UwAAOSwx~1iucdq/s-l500.jpg,354133153713,90.0,US $90.00,https://www.ebay.com/itm/354133153713,0.0,63.0,233.33333333333334,20.0,0.0,0.0,0.0,0.0,0.0
1741,buck,"May 28, 2022",https://i.ebayimg.com/images/g/pjsAAOSwcMFicrg0/s-l500.jpg,224971301499,50.0,US $50.00,https://www.ebay.com/itm/224971301499,0.0,23.0,85.18518518518519,20.0,0.0,0.0,0.0,0.0,0.0
1742,buck,"May 31, 2022",https://i.ebayimg.com/images/g/m8IAAOSw~hBii5B8/s-l500.jpg,144567452062,18.0,US $18.00,https://www.ebay.com/itm/144567452062,0.0,-9.0,-33.33333333333333,20.0,0.0,0.0,0.0,0.0,0.0
1743,buck,"Aug 15, 2022",https://i.ebayimg.com/images/g/pXQAAOSwWGti7rpW/s-l500.jpg,144680134312,14.0,US $14.00,https://www.ebay.com/itm/144680134312,0.0,-13.0,-48.148148148148145,20.0,0.0,0.0,0.0,0.0,0.0
1744,buck,"Jul 19, 2022",https://i.ebayimg.com/images/g/wxAAAOSwBtVizjGA/s-l500.jpg,314071002696,65.0,US $65.00,https://www.ebay.com/itm/314071002696,0.0,38.0,140.74074074074073,20.0,0.0,0.0,0.0,0.0,0.0
1745,buck,"Jul 30, 2022",https://i.ebayimg.com/images/g/rcUAAOSwj-JhCwWZ/s-l500.jpg,174873827019,337.49,US $337.49,https://www.ebay.com/itm/174873827019,0.0,310.49,1149.962962962963,20.0,0.0,0.0,0.0,0.0,0.0
1746,buck,"Jul 23, 2022",https://i.ebayimg.com/images/g/MugAAOSwOepiKoXX/s-l500.jpg,373984458400,18.95,US $18.95,https://www.ebay.com/itm/373984458400,0.0,-8.05,-29.814814814814817,20.0,0.0,0.0,0.0,0.0,0.0
1747,buck,"Jun 25, 2022",https://i.ebayimg.com/images/g/1H0AAOSw32ditzW5/s-l500.jpg,234601755792,65.0,US $65.00,https://www.ebay.com/itm/234601755792,0.0,38.0,140.74074074074073,20.0,0.0,0.0,0.0,0.0,0.0
1748,buck,"Aug 06, 2022",https://i.ebayimg.com/images/g/v5gAAOSw67pi7rev/s-l500.jpg,144672474663,65.0,US $65.00,https://www.ebay.com/itm/144672474663,0.0,38.0,140.74074074074073,20.0,0.0,0.0,0.0,0.0,0.0
1749,buck,"Jul 17, 2022",https://i.ebayimg.com/images/g/OtoAAOSwRopi0NvZ/s-l500.jpg,165578528546,325.0,US $325.00,https://www.ebay.com/itm/165578528546,0.0,298.0,1103.7037037037037,20.0,0.0,0.0,0.0,0.0,0.0
1750,buck,"Jun 05, 2022",https://i.ebayimg.com/images/g/Xr4AAOSwScFijOdG/s-l500.jpg,144568918021,32.0,US $32.00,https://www.ebay.com/itm/144568918021,0.0,5.0,18.51851851851852,20.0,0.0,0.0,0.0,0.0,0.0
1751,buck,"Jun 19, 2022",https://i.ebayimg.com/images/g/euwAAOSwepFip03R/s-l500.jpg,165531275051,145.0,US $145.00,https://www.ebay.com/itm/165531275051,0.0,118.0,437.037037037037,20.0,0.0,0.0,0.0,0.0,0.0
1752,buck,"Aug 21, 2022",https://i.ebayimg.com/images/g/gNsAAOSwMK1i~u62/s-l500.jpg,204072032280,16.99,US $16.99,https://www.ebay.com/itm/204072032280,0.0,-10.010000000000002,-37.07407407407408,20.0,0.0,0.0,0.0,0.0,0.0
1753,buck,"Jul 06, 2022",https://i.ebayimg.com/images/g/8awAAOSwn9tiYlJW/s-l500.jpg,363811364787,140.0,US $140.00,https://www.ebay.com/itm/363811364787,0.0,113.0,418.51851851851853,20.0,0.0,0.0,0.0,0.0,0.0
1754,buck,"Jun 06, 2022",https://i.ebayimg.com/images/g/6joAAOSwHqFinfhZ/s-l500.jpg,255570463916,35.0,US $35.00,https://www.ebay.com/itm/255570463916,0.0,8.0,29.629629629629626,20.0,0.0,0.0,0.0,0.0,0.0
1755,buck,"Aug 13, 2022",https://i.ebayimg.com/images/g/8McAAOSw~EZi5wkA/s-l500.jpg,144665572632,18.97,US $18.97,https://www.ebay.com/itm/144665572632,0.0,-8.030000000000001,-29.740740740740744,20.0,0.0,0.0,0.0,0.0,0.0
1756,buck,"May 28, 2022",https://i.ebayimg.com/images/g/bRoAAOSw8AliYUs1/s-l500.jpg,255517323898,299.0,US $299.00,https://www.ebay.com/itm/255517323898,0.0,272.0,1007.4074074074074,20.0,0.0,0.0,0.0,0.0,0.0
1757,buck,"Jun 17, 2022",https://i.ebayimg.com/images/g/0s8AAOSwiOpiYY7Y/s-l500.jpg,255499725483,22.77,US $22.77,https://www.ebay.com/itm/255499725483,0.0,-4.23,-15.666666666666668,20.0,0.0,0.0,0.0,0.0,0.0
1758,buck,"Jul 23, 2022",https://i.ebayimg.com/images/g/SuUAAOSwUfJiy6bg/s-l500.jpg,255624307966,16.11,US $16.11,https://www.ebay.com/itm/255624307966,0.0,-10.89,-40.333333333333336,20.0,0.0,0.0,0.0,0.0,0.0
1759,buck,"Aug 10, 2022",https://i.ebayimg.com/images/g/JAwAAOSwr41i8o4v/s-l500.jpg,374207820256,29.99,US $29.99,https://www.ebay.com/itm/374207820256,0.0,2.9899999999999984,11.074074074074067,20.0,0.0,0.0,0.0,0.0,0.0
1760,buck,"Jul 26, 2022",https://i.ebayimg.com/images/g/QvIAAOSwsFdf2QYa/s-l500.jpg,293900268332,14.99,US $14.99,https://www.ebay.com/itm/293900268332,0.0,-12.01,-44.48148148148148,20.0,0.0,0.0,0.0,0.0,0.0
1761,buck,"May 30, 2022",https://i.ebayimg.com/images/g/96QAAOSwNGtilA~H/s-l500.jpg,265714141256,76.0,US $76.00,https://www.ebay.com/itm/265714141256,0.0,49.0,181.4814814814815,20.0,0.0,0.0,0.0,0.0,0.0
1762,buck,"Jun 17, 2022",https://i.ebayimg.com/images/g/ec4AAOSwGuZiokWW/s-l500.jpg,325231160487,49.99,US $49.99,https://www.ebay.com/itm/325231160487,0.0,22.990000000000002,85.14814814814815,20.0,0.0,0.0,0.0,0.0,0.0
1763,buck,"May 27, 2022",https://i.ebayimg.com/images/g/8VsAAOSwUW9ikSgh/s-l500.jpg,155012780491,29.95,US $29.95,https://www.ebay.com/itm/155012780491,0.0,2.9499999999999993,10.925925925925924,20.0,0.0,0.0,0.0,0.0,0.0
1764,buck,"Jul 23, 2022",https://i.ebayimg.com/images/g/sV0AAOSws8hi20SH/s-l500.jpg,204046222733,21.24,US $21.24,https://www.ebay.com/itm/204046222733,0.0,-5.760000000000002,-21.33333333333334,20.0,0.0,0.0,0.0,0.0,0.0
1765,buck,"Aug 20, 2022",https://i.ebayimg.com/images/g/ELEAAOSwsCNiwGYW/s-l500.jpg,144631729897,16.0,US $16.00,https://www.ebay.com/itm/144631729897,0.0,-11.0,-40.74074074074074,20.0,0.0,0.0,0.0,0.0,0.0
1766,buck,"Jun 10, 2022",https://i.ebayimg.com/images/g/uMgAAOSwdSBio49c/s-l500.jpg,203988114562,59.99,US $59.99,https://www.ebay.com/itm/203988114562,0.0,32.99,122.18518518518519,20.0,0.0,0.0,0.0,0.0,0.0
1767,buck,"Jul 28, 2022",https://i.ebayimg.com/images/g/O9MAAOSwy1ZiimRb/s-l500.jpg,384904438963,49.99,US $49.99,https://www.ebay.com/itm/384904438963,0.0,22.990000000000002,85.14814814814815,20.0,0.0,0.0,0.0,0.0,0.0
1768,buck,"Aug 09, 2022",https://i.ebayimg.com/images/g/FRYAAOSw64xi8T3e/s-l500.jpg,144674623906,33.0,US $33.00,https://www.ebay.com/itm/144674623906,0.0,6.0,22.22222222222222,20.0,0.0,0.0,0.0,0.0,0.0
1769,buck,"Aug 03, 2022",https://i.ebayimg.com/images/g/lsEAAOSwG8di4Yi0/s-l500.jpg,204052000391,39.99,US $39.99,https://www.ebay.com/itm/204052000391,0.0,12.990000000000002,48.11111111111112,20.0,0.0,0.0,0.0,0.0,0.0
1770,buck,"Jul 16, 2022",https://i.ebayimg.com/images/g/aQwAAOSwGfhil2lf/s-l500.jpg,234575582257,69.0,US $69.00,https://www.ebay.com/itm/234575582257,0.0,42.0,155.55555555555557,20.0,0.0,0.0,0.0,0.0,0.0
1771,buck,0,https://i.ebayimg.com/images/g/zs0AAOSwX59gn6dW/s-l500.jpg,333556091483,18.95,US $18.95/ea,https://www.ebay.com/itm/333556091483,0.0,-8.05,-29.814814814814817,20.0,0.0,0.0,0.0,0.0,0.0
1772,buck,0,https://i.ebayimg.com/images/g/a3gAAOSwZK1eATkQ/s-l500.jpg,333811125284,21.95,US $21.95/ea,https://www.ebay.com/itm/333811125284,0.0,-5.050000000000001,-18.703703703703706,20.0,0.0,0.0,0.0,0.0,0.0
1773,buck,"Jun 09, 2022",https://i.ebayimg.com/images/g/UMwAAOSwlDxiZIPn/s-l500.jpg,255503621774,61.74,US $61.74,https://www.ebay.com/itm/255503621774,0.0,34.74,128.66666666666669,20.0,0.0,0.0,0.0,0.0,0.0
1774,buck,"Jun 17, 2022",https://i.ebayimg.com/images/g/b4kAAOSwaERioAM4/s-l500.jpg,255572598949,40.0,US $40.00,https://www.ebay.com/itm/255572598949,0.0,13.0,48.148148148148145,20.0,0.0,0.0,0.0,0.0,0.0
1775,buck,"Jul 02, 2022",https://i.ebayimg.com/images/g/xWsAAOSw7~9h~J9z/s-l500.jpg,393912867094,33.99,US $33.99,https://www.ebay.com/itm/393912867094,0.0,6.990000000000002,25.888888888888893,20.0,0.0,0.0,0.0,0.0,0.0
1776,buck,"Aug 04, 2022",https://i.ebayimg.com/images/g/qRMAAOSwh85iycmA/s-l500.jpg,334510711869,89.99,US $89.99,https://www.ebay.com/itm/334510711869,0.0,62.989999999999995,233.2962962962963,20.0,0.0,0.0,0.0,0.0,0.0
1777,buck,"Jul 24, 2022",https://i.ebayimg.com/images/g/n1UAAOSwAu5i2u8V/s-l500.jpg,385021889074,22.0,US $22.00,https://www.ebay.com/itm/385021889074,0.0,-5.0,-18.51851851851852,20.0,0.0,0.0,0.0,0.0,0.0
1778,buck,"Aug 14, 2022",https://i.ebayimg.com/images/g/qu8AAOSwsrZi69mG/s-l500.jpg,284921267597,15.0,US $15.00,https://www.ebay.com/itm/284921267597,0.0,-12.0,-44.44444444444444,20.0,0.0,0.0,0.0,0.0,0.0
1779,buck,"Jun 13, 2022",https://i.ebayimg.com/images/g/ORIAAOSwxIRioVho/s-l500.jpg,265728772873,24.99,US $24.99,https://www.ebay.com/itm/265728772873,0.0,-2.0100000000000016,-7.444444444444451,20.0,0.0,0.0,0.0,0.0,0.0
1780,buck,"Jul 08, 2022",https://i.ebayimg.com/images/g/He4AAOSw8w9imRl4/s-l500.jpg,115436083101,49.99,US $49.99,https://www.ebay.com/itm/115436083101,0.0,22.990000000000002,85.14814814814815,20.0,0.0,0.0,0.0,0.0,0.0
1781,buck,"Jun 25, 2022",https://i.ebayimg.com/images/g/ws4AAOSwSn5inpc-/s-l500.jpg,165520823605,37.95,US $37.95,https://www.ebay.com/itm/165520823605,0.0,10.950000000000003,40.555555555555564,20.0,0.0,0.0,0.0,0.0,0.0
1782,buck,"Jul 23, 2022",https://i.ebayimg.com/images/g/1eMAAOSw6nRi2Ktk/s-l500.jpg,225083574038,69.0,US $69.00,https://www.ebay.com/itm/225083574038,0.0,42.0,155.55555555555557,20.0,0.0,0.0,0.0,0.0,0.0
1784,buck,"Aug 09, 2022",https://i.ebayimg.com/images/g/lmoAAOSwCLJi5AA1/s-l500.jpg,284914226165,299.99,US $299.99,https://www.ebay.com/itm/284914226165,0.0,272.99,1011.0740740740741,20.0,0.0,0.0,0.0,0.0,0.0
1787,buck,"Jun 13, 2022",https://i.ebayimg.com/images/g/QLsAAOSwiP1io6fx/s-l500.jpg,144596758751,179.99,US $179.99,https://www.ebay.com/itm/144596758751,0.0,152.99,566.6296296296297,20.0,0.0,0.0,0.0,0.0,0.0
1788,buck,"Jul 26, 2022",https://i.ebayimg.com/images/g/m9kAAOSwOh5i1JMW/s-l500.jpg,234635387050,85.0,US $85.00,https://www.ebay.com/itm/234635387050,0.0,58.0,214.81481481481484,20.0,0.0,0.0,0.0,0.0,0.0
1789,buck,"Jun 27, 2022",https://i.ebayimg.com/images/g/uPsAAOSwqMhiuM8j/s-l500.jpg,325244813815,1250.0,"US $1,250.00",https://www.ebay.com/itm/325244813815,0.0,1223.0,4529.62962962963,20.0,0.0,0.0,0.0,0.0,0.0
1790,buck,"Jun 03, 2022",https://i.ebayimg.com/images/g/lOAAAOSwtQZijN5E/s-l500.jpg,295000483455,125.0,US $125.00,https://www.ebay.com/itm/295000483455,0.0,98.0,362.962962962963,20.0,0.0,0.0,0.0,0.0,0.0
1791,buck,"May 26, 2022",https://i.ebayimg.com/images/g/oqgAAOSwvZZigVgy/s-l500.jpg,294986108468,69.99,US $69.99,https://www.ebay.com/itm/294986108468,0.0,42.989999999999995,159.2222222222222,20.0,0.0,0.0,0.0,0.0,0.0
1792,buck,"Jul 04, 2022",https://i.ebayimg.com/images/g/t2gAAOSwouNiwgCa/s-l500.jpg,304552044665,50.0,US $50.00,https://www.ebay.com/itm/304552044665,0.0,23.0,85.18518518518519,20.0,0.0,0.0,0.0,0.0,0.0
1793,buck,"Aug 04, 2022",https://i.ebayimg.com/images/g/SiEAAOSwYaZi693u/s-l500.jpg,284921283916,10.0,US $10.00,https://www.ebay.com/itm/284921283916,0.0,-17.0,-62.96296296296296,20.0,0.0,0.0,0.0,0.0,0.0
1794,buck,"Jun 08, 2022",https://i.ebayimg.com/images/g/YE0AAOSwHn1ikXbe/s-l500.jpg,255556316539,15.17,US $15.17,https://www.ebay.com/itm/255556316539,0.0,-11.83,-43.81481481481482,20.0,0.0,0.0,0.0,0.0,0.0
1795,buck,"Jul 22, 2022",https://i.ebayimg.com/images/g/okgAAOSwa0diu7Zs/s-l500.jpg,155056101022,30.0,US $30.00,https://www.ebay.com/itm/155056101022,0.0,3.0,11.11111111111111,20.0,0.0,0.0,0.0,0.0,0.0
1796,buck,"Aug 06, 2022",https://i.ebayimg.com/images/g/jHkAAOSwTm5i7tBy/s-l500.jpg,385041352264,50.0,US $50.00,https://www.ebay.com/itm/385041352264,0.0,23.0,85.18518518518519,20.0,0.0,0.0,0.0,0.0,0.0
1797,buck,"Aug 12, 2022",https://i.ebayimg.com/images/g/EH4AAOSwLbZi9wBQ/s-l500.jpg,265827891086,12.9,US $12.90,https://www.ebay.com/itm/265827891086,0.0,-14.1,-52.22222222222223,20.0,0.0,0.0,0.0,0.0,0.0
1798,buck,"Aug 19, 2022",https://i.ebayimg.com/images/g/kEUAAOSw~EZi7yEl/s-l500.jpg,265817631225,49.97,US $49.97,https://www.ebay.com/itm/265817631225,0.0,22.97,85.07407407407406,20.0,0.0,0.0,0.0,0.0,0.0
1799,buck,"Jul 27, 2022",https://i.ebayimg.com/images/g/ur8AAOSwNrdi3tN4/s-l500.jpg,265796382428,49.99,US $49.99,https://www.ebay.com/itm/265796382428,0.0,22.990000000000002,85.14814814814815,20.0,0.0,0.0,0.0,0.0,0.0
1800,buck,"Aug 09, 2022",https://i.ebayimg.com/images/g/EMIAAOSwgnVi7kMS/s-l500.jpg,175375175893,24.95,US $24.95,https://www.ebay.com/itm/175375175893,0.0,-2.0500000000000007,-7.592592592592595,20.0,0.0,0.0,0.0,0.0,0.0
1801,buck,"Jul 18, 2022",https://i.ebayimg.com/images/g/5R0AAOSwP3xhQTay/s-l500.jpg,284865272186,8.0,US $8.00,https://www.ebay.com/itm/284865272186,0.0,-19.0,-70.37037037037037,20.0,0.0,0.0,0.0,0.0,0.0
1802,buck,"Aug 14, 2022",https://i.ebayimg.com/images/g/hooAAOSwadNiMRJC/s-l500.jpg,175202307923,59.0,US $59.00,https://www.ebay.com/itm/175202307923,0.0,32.0,118.5185185185185,20.0,0.0,0.0,0.0,0.0,0.0
1803,buck,"Jul 06, 2022",https://i.ebayimg.com/images/g/WRcAAOSwR2NixcS2/s-l500.jpg,255617394903,59.99,US $59.99,https://www.ebay.com/itm/255617394903,0.0,32.99,122.18518518518519,20.0,0.0,0.0,0.0,0.0,0.0
1804,buck,"Jul 24, 2022",https://i.ebayimg.com/images/g/OBwAAOSw76xi2Mxt/s-l500.jpg,374183709296,25.0,US $25.00,https://www.ebay.com/itm/374183709296,0.0,-2.0,-7.4074074074074066,20.0,0.0,0.0,0.0,0.0,0.0
1805,buck,"Jul 22, 2022",https://i.ebayimg.com/images/g/aCcAAOSwxDRixx4B/s-l500.jpg,115457697795,69.99,US $69.99,https://www.ebay.com/itm/115457697795,0.0,42.989999999999995,159.2222222222222,20.0,0.0,0.0,0.0,0.0,0.0
1806,buck,"Aug 16, 2022",https://i.ebayimg.com/images/g/HcUAAOSwcC9icYBl/s-l500.jpg,384869335174,119.0,US $119.00,https://www.ebay.com/itm/384869335174,0.0,92.0,340.74074074074076,20.0,0.0,0.0,0.0,0.0,0.0
1808,buck,0,https://i.ebayimg.com/images/g/BpgAAOSwkQNhUPNi/s-l500.jpg,274963149816,20.0,US $20.00,https://www.ebay.com/itm/274963149816,0.0,-7.0,-25.925925925925924,20.0,0.0,0.0,0.0,0.0,0.0
1809,buck,"Jun 09, 2022",https://i.ebayimg.com/images/g/5IMAAOSw00BinYo-/s-l500.jpg,275340142586,75.0,US $75.00,https://www.ebay.com/itm/275340142586,0.0,48.0,177.77777777777777,20.0,0.0,0.0,0.0,0.0,0.0
1810,buck,"Aug 15, 2022",https://i.ebayimg.com/images/g/rg8AAOSwFmpi7cLD/s-l500.jpg,125450408561,149.95,US $149.95,https://www.ebay.com/itm/125450408561,0.0,122.94999999999999,455.37037037037027,20.0,0.0,0.0,0.0,0.0,0.0
1811,buck,"Jul 04, 2022",https://i.ebayimg.com/images/g/v6oAAOSwUYBiwxnM/s-l500.jpg,195191443608,20.0,US $20.00,https://www.ebay.com/itm/195191443608,0.0,-7.0,-25.925925925925924,20.0,0.0,0.0,0.0,0.0,0.0
1813,buck,"Jun 17, 2022",https://i.ebayimg.com/images/g/dlsAAOSwxvxihso5/s-l500.jpg,115390054457,69.99,US $69.99,https://www.ebay.com/itm/115390054457,0.0,42.989999999999995,159.2222222222222,20.0,0.0,0.0,0.0,0.0,0.0
1814,buck,"Jul 05, 2022",https://i.ebayimg.com/images/g/TiUAAOSwaGxiw2d4/s-l500.jpg,374165047980,30.0,US $30.00,https://www.ebay.com/itm/374165047980,0.0,3.0,11.11111111111111,20.0,0.0,0.0,0.0,0.0,0.0
1815,buck,"Jun 23, 2022",https://i.ebayimg.com/images/g/XMgAAOSwwb9isjQL/s-l500.jpg,155046987003,29.0,US $29.00,https://www.ebay.com/itm/155046987003,0.0,2.0,7.4074074074074066,20.0,0.0,0.0,0.0,0.0,0.0
1816,buck,"Aug 13, 2022",https://i.ebayimg.com/images/g/fXAAAOSwBwhi9wfq/s-l500.jpg,394199602863,16.99,US $16.99,https://www.ebay.com/itm/394199602863,0.0,-10.010000000000002,-37.07407407407408,20.0,0.0,0.0,0.0,0.0,0.0
1818,buck,"Jul 27, 2022",https://i.ebayimg.com/images/g/~LMAAOSw7RVi1W9d/s-l500.jpg,354187354622,44.75,US $44.75,https://www.ebay.com/itm/354187354622,0.0,17.75,65.74074074074075,20.0,0.0,0.0,0.0,0.0,0.0
1819,buck,"Aug 08, 2022",https://i.ebayimg.com/images/g/Rn4AAOSwCGZivcny/s-l500.jpg,255607773023,14.94,US $14.94,https://www.ebay.com/itm/255607773023,0.0,-12.06,-44.66666666666667,20.0,0.0,0.0,0.0,0.0,0.0
1820,buck,"Jul 19, 2022",https://i.ebayimg.com/images/g/ms8AAOSwvmpi1c-Q/s-l500.jpg,204042418881,41.99,US $41.99,https://www.ebay.com/itm/204042418881,0.0,14.990000000000002,55.51851851851852,20.0,0.0,0.0,0.0,0.0,0.0
1821,buck,"Jul 01, 2022",https://i.ebayimg.com/images/g/xgoAAOSw3tdikmXy/s-l500.jpg,284833312771,40.0,US $40.00,https://www.ebay.com/itm/284833312771,0.0,13.0,48.148148148148145,20.0,0.0,0.0,0.0,0.0,0.0
1822,buck,"Jul 12, 2022",https://i.ebayimg.com/images/g/br8AAOSwLHpiwGiw/s-l500.jpg,144631736666,31.0,US $31.00,https://www.ebay.com/itm/144631736666,0.0,4.0,14.814814814814813,20.0,0.0,0.0,0.0,0.0,0.0
1823,buck,"Aug 08, 2022",https://i.ebayimg.com/images/g/Z3gAAOSw885i1GUg/s-l500.jpg,225079030203,19.99,US $19.99,https://www.ebay.com/itm/225079030203,0.0,-7.010000000000002,-25.962962962962973,20.0,0.0,0.0,0.0,0.0,0.0
1825,buck,"Jul 02, 2022",https://i.ebayimg.com/images/g/9jAAAOSwCiJivx~T/s-l500.jpg,144629882437,115.0,US $115.00,https://www.ebay.com/itm/144629882437,0.0,88.0,325.9259259259259,20.0,0.0,0.0,0.0,0.0,0.0
1826,buck,"Aug 13, 2022",https://i.ebayimg.com/images/g/xgYAAOSw6TVi2gMz/s-l500.jpg,394173320740,38.24,US $38.24,https://www.ebay.com/itm/394173320740,0.0,11.240000000000002,41.62962962962964,20.0,0.0,0.0,0.0,0.0,0.0
1827,buck,"Jun 20, 2022",https://i.ebayimg.com/images/g/kRkAAOSwYLtin55v/s-l500.jpg,265726981266,18.99,US $18.99,https://www.ebay.com/itm/265726981266,0.0,-8.010000000000002,-29.666666666666675,20.0,0.0,0.0,0.0,0.0,0.0
1828,buck,"Aug 02, 2022",https://i.ebayimg.com/images/g/DZUAAOSwyWpi5MMQ/s-l500.jpg,265803919166,59.95,US $59.95,https://www.ebay.com/itm/265803919166,0.0,32.95,122.03703703703705,20.0,0.0,0.0,0.0,0.0,0.0
1829,buck,"Jun 03, 2022",https://i.ebayimg.com/images/g/NvoAAOSwEEpiVFjb/s-l500.jpg,313952664790,42.95,US $42.95,https://www.ebay.com/itm/313952664790,0.0,15.950000000000003,59.07407407407409,20.0,0.0,0.0,0.0,0.0,0.0
1830,buck,"Jun 03, 2022",https://i.ebayimg.com/images/g/yXEAAOSwhKtimim3/s-l500.jpg,144585594122,21.0,US $21.00,https://www.ebay.com/itm/144585594122,0.0,-6.0,-22.22222222222222,20.0,0.0,0.0,0.0,0.0,0.0
1831,buck,"Jun 01, 2022",https://i.ebayimg.com/images/g/VCcAAOSw~81ikWoO/s-l500.jpg,255556269216,170.99,US $170.99,https://www.ebay.com/itm/255556269216,0.0,143.99,533.2962962962963,20.0,0.0,0.0,0.0,0.0,0.0
1832,buck,"Jul 26, 2022",https://i.ebayimg.com/images/g/hVAAAOSwCCFiugE5/s-l500.jpg,185486031027,49.99,US $49.99,https://www.ebay.com/itm/185486031027,0.0,22.990000000000002,85.14814814814815,20.0,0.0,0.0,0.0,0.0,0.0
1833,buck,"Jul 29, 2022",https://i.ebayimg.com/images/g/nvkAAOSwGXxiyLh~/s-l500.jpg,295084843620,85.0,US $85.00,https://www.ebay.com/itm/295084843620,0.0,58.0,214.81481481481484,20.0,0.0,0.0,0.0,0.0,0.0
1834,buck,"Jul 08, 2022",https://i.ebayimg.com/images/g/gBoAAOSwVsZiyKKB/s-l500.jpg,403763061459,40.0,US $40.00,https://www.ebay.com/itm/403763061459,0.0,13.0,48.148148148148145,20.0,0.0,0.0,0.0,0.0,0.0
1836,buck,"Aug 14, 2022",https://i.ebayimg.com/images/g/TSkAAOSwjt1i9DlJ/s-l500.jpg,394196851828,25.0,US $25.00,https://www.ebay.com/itm/394196851828,0.0,-2.0,-7.4074074074074066,20.0,0.0,0.0,0.0,0.0,0.0
1837,buck,"Jun 27, 2022",https://i.ebayimg.com/images/g/P0wAAOSwNCFihj7v/s-l500.jpg,275317573747,34.95,US $34.95,https://www.ebay.com/itm/275317573747,0.0,7.950000000000003,29.444444444444457,20.0,0.0,0.0,0.0,0.0,0.0
1838,buck,"Jun 23, 2022",https://i.ebayimg.com/images/g/T74AAOSwWW5inmAA/s-l500.jpg,234588711786,29.95,US $29.95,https://www.ebay.com/itm/234588711786,0.0,2.9499999999999993,10.925925925925924,20.0,0.0,0.0,0.0,0.0,0.0
1839,buck,"Aug 22, 2022",https://i.ebayimg.com/images/g/eMkAAOSwUIVi1vPV/s-l500.jpg,284902683188,20.0,US $20.00,https://www.ebay.com/itm/284902683188,0.0,-7.0,-25.925925925925924,20.0,0.0,0.0,0.0,0.0,0.0
1840,buck,"Jul 30, 2022",https://i.ebayimg.com/images/g/EAoAAOSw0FBicdKO/s-l500.jpg,165465848051,27.95,US $27.95,https://www.ebay.com/itm/165465848051,0.0,0.9499999999999993,3.518518518518516,20.0,0.0,0.0,0.0,0.0,0.0
1841,buck,"Jun 30, 2022",https://i.ebayimg.com/images/g/KnEAAOSwna9ivjPc/s-l500.jpg,234607616360,34.99,US $34.99,https://www.ebay.com/itm/234607616360,0.0,7.990000000000002,29.5925925925926,20.0,0.0,0.0,0.0,0.0,0.0
1842,buck,"Jul 12, 2022",https://i.ebayimg.com/images/g/FC8AAOSwCIRigo-y/s-l500.jpg,185427365577,35.0,US $35.00,https://www.ebay.com/itm/185427365577,0.0,8.0,29.629629629629626,20.0,0.0,0.0,0.0,0.0,0.0
1843,buck,"Jul 05, 2022",https://i.ebayimg.com/images/g/E-cAAOSwHYBixHhp/s-l500.jpg,195194281595,115.0,US $115.00,https://www.ebay.com/itm/195194281595,0.0,88.0,325.9259259259259,20.0,0.0,0.0,0.0,0.0,0.0
1844,buck,"Jun 26, 2022",https://i.ebayimg.com/images/g/j4UAAOSwH5lirfSq/s-l500.jpg,403739819708,180.0,US $180.00,https://www.ebay.com/itm/403739819708,0.0,153.0,566.6666666666667,20.0,0.0,0.0,0.0,0.0,0.0
