Image,Field,url,units_sold,Price,Field4,Field5,avg_price,avg_shipping
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/WNoAAOSwh85iy4-6/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/115460945739?nordt=true&orig_cvip=true&rt=nc,Case XX USA 62048SP SS Brown Bone Handle 2 Blade 6 Dot Slimline Trapper Knife ,1,$32.77,"Jul 17, 2022",,$32.77,$5.50
https://i.ebayimg.com/00/s/NjQzWDEyMDA=/z/GHkAAOSw4ytizEyu/$_57.PNG?set_id=880000500F,https://www.ebay.com/itm/115461560120?nordt=true&orig_cvip=true&rt=nc,"Fish knife bottle opener, saw Case stainless Sea Beast 1916-1920's",1,$80.00,"Jul 11, 2022",,$80.00,$15.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/w4AAAOSwU8JizyXY/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115463672537?nordt=true&orig_cvip=true&rt=nc,Case XX 3207 SS Layne’s Hardware Mini Trapper Pocket Knife,1,$16.50,"Jul 20, 2022",,$16.50,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/PAIAAOSwai5izzut/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115463722351?nordt=true&orig_cvip=true&rt=nc,Case XX 610096 Tiny Toothpick Knife,1,$25.00,"Jul 20, 2022",,$25.00,$9.45
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Tw4AAOSwDodizzyO/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115463725275?nordt=true&orig_cvip=true&rt=nc,Case XX 6344 SS Blue Stockman Pocket Knife,1,$39.50,"Jul 20, 2022",,$39.50,$10.15
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/RIkAAOSwRopiz0m4/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115463754468?nordt=true&orig_cvip=true&rt=nc,Case XX 31048 CV Slimline Trapper Folding Knife,1,$17.00,"Jul 20, 2022",,$17.00,$9.10
https://i.ebayimg.com/00/s/OTQzWDEwMDA=/z/qLsAAOSwwYZi0HVr/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/115464585087?nordt=true&orig_cvip=true&rt=nc,NIB Case XX 1984 Louisiana World Exposition Commemorative Pocket Knife LWE,1,$19.50,"Jul 21, 2022",,$19.50,$6.50
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/m8wAAOSwy1Bi0d~s/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115465706015?nordt=true&orig_cvip=true&rt=nc,Case XX Green 61165 TH Tiny Hunter Pocket Knife,1,$40.00,"Jul 22, 2022",,$40.00,$10.90
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/aRkAAOSwS0ti0ecM/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115465722614?nordt=true&orig_cvip=true&rt=nc,Case XX 3207 CV Mini Trapper Folding Knife,1,$42.00,"Jul 22, 2022",,$42.00,$9.45
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/ikQAAOSwKOhi0glW/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115465809219?nordt=true&orig_cvip=true&rt=nc,2005 Case XX 3318 CV Stockman Pocket Knife,1,$20.50,"Jul 22, 2022",,$20.50,$9.10
https://i.ebayimg.com/00/s/NjA4WDY5Ng==/z/kYIAAOSwNkdir5bX/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115465824932?nordt=true&orig_cvip=true&rt=nc,2002 CASE XX 61549L SS COPPERLOCK KNIFE LTD  RED WHITE BLUE SET CORN COB ROGERS,1,$95.00,"Aug 19, 2022",,$95.00,$5.20
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Ay4AAOSwsIdi0hB8/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115465831193?nordt=true&orig_cvip=true&rt=nc,2001 CASE XX TOMMY HART TH62165 SS POCKET HUNTER KNIFE PW NEW BLACK Discontinued,1,$66.00,"Jul 22, 2022",,$66.00,$5.15
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/9H4AAOSw0QZi0hY-/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115465852234?nordt=true&orig_cvip=true&rt=nc,2001 CASE XX TOMMY HART TH62165 SS POCKET HUNTER KNIFE PW NEW BLACK Disc 2,1,$72.00,"Jul 22, 2022",,$72.00,$5.15
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/HowAAOSwz5Vi0vU5/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115466448807?nordt=true&orig_cvip=true&rt=nc,Case XX Antique Brown Trapper 2010 10 Dot Knife 25801,1,$50.00,"Jul 23, 2022",,$50.00,$3.81
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/StUAAOSwNaJiS7Z9/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115467271143?nordt=true&orig_cvip=true&rt=nc,DISC CASE XX 2012 RED STAG CONGRESS KNIFE FANCY WORKED BOLSTERS R54052 SS,1,$225.00,"Aug 1, 2022",,$225.00,$9.10
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/E5YAAOSwUz1iyhv~/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115468126147?nordt=true&orig_cvip=true&rt=nc,R@RE 1999 CASE XX SMOOTH BROWN APPALOOSA BONE COPPERLOCK KNIFE 61549L  SFO 1/500,1,$125.00,"Aug 29, 2022",,$125.00,$5.10
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/7FMAAOSwea9i11B7/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/115469603625?nordt=true&orig_cvip=true&rt=nc,Case XX USA MCMXCIII 1993 Second Cut Burnt Bone Stockman Knife SC6347 SS,1,$52.00,"Jul 26, 2022",,$52.00,$5.50
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Z78AAOSwwVhi2DWe/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115470205458?nordt=true&orig_cvip=true&rt=nc,1978 CASE XX 64047 P 4 BLADE SERPENTINE STOCK KNIFE PUNCH CALIFORNIA CLIP,1,$200.00,"Jul 20, 2022",,$200.00,$4.75
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/UMcAAOSwLB1i2DlZ/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115470216753?nordt=true&orig_cvip=true&rt=nc,1971 CASE XX 6185 DOCTORS KNIFE ,1,$86.13,"Jul 27, 2022",,$86.13,$5.15
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/36UAAOSwsJBi1Y~k/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115470393986?nordt=true&orig_cvip=true&rt=nc,Disc 2001 CASE XX TOMMY HART THV62165 SS POCKET HUNTER KNIFE Vintage Bone Stag,1,$85.00,"Jul 27, 2022",,$85.00,$5.15
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/OFgAAOSwBRViZdbB/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115470411627?nordt=true&orig_cvip=true&rt=nc,DISCONTINUED 2006 CASE XX LEOPARD LASER ETCH 6220 SS PEANUT KNIFE Item # 08606,1,$85.00,"Jul 26, 2022",,$85.00,$4.65
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/X5YAAOSw0URi2aeS/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115471373731?nordt=true&orig_cvip=true&rt=nc,Case XX 10318 Carbon Fiber G10 Weave Medium Stockman Pocket Knife,1,$28.00,"Jul 28, 2022",,$28.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/ASoAAOSwgQ1i2akG/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115471377221?nordt=true&orig_cvip=true&rt=nc,2012 Case XX 61549L Copperlock Goldenrod Silver Script Pocket Knife,1,$112.50,"Jul 28, 2022",,$112.50,$10.15
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/jYgAAOSwGWVilo1X/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115472533547?nordt=true&orig_cvip=true&rt=nc,2012 CASE XX ORANGE PEEL 6254 SS TRAPPER KNIFE ITEM # 12830 Arrow Shield Discont,1,$79.95,"Jul 26, 2022",,$79.95,$5.10
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/5sUAAOSw8GBi3COp/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115473042923?nordt=true&orig_cvip=true&rt=nc,CASE XX / COLT BLUE SOWBELLY KNIFE W/ BOX,1,$90.00,"Jul 26, 2022",,$90.00,$5.15
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/zPsAAOSwRVBi3H0W/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115473273926?nordt=true&orig_cvip=true&rt=nc,Case XX 2008 CCC Club Exclusive 6394 Gunboat Canoe Knife #97 of 500 Made,1,$110.00,"Jul 30, 2022",,$110.00,$7.25
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/~vsAAOSw6Sti3I3k/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115473333623?nordt=true&orig_cvip=true&rt=nc,Case XX 2010 61048 Utility Slimline Trapper Folding Knife,1,$34.33,"Jul 30, 2022",,$34.33,$9.45
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/xvkAAOSwwVhi1Y51/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115475013645?nordt=true&orig_cvip=true&rt=nc,R@RE 2001 CASE XX 6383 WH SS JIGGED DARK RED BONE WHITTLER KNIFE DISCONTINUED!,1,$110.00,"Aug 8, 2022",,$110.00,$5.10
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/XbwAAOSwKL5i30Ci/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/115475278343?nordt=true&orig_cvip=true&rt=nc,1950-1964 CASE XX Stainless 4100 Melon Tester Folding Knife w/Wooden Handles USA,1,$163.50,"Aug 1, 2022",,$163.50,$8.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/OWMAAOSw-LVhs0hr/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115475321685?nordt=true&orig_cvip=true&rt=nc,2002 CASE XX 61549L SS LARGE COPPERLOCK KNIFE LTD  RED WHITE BLUE SET CORN COB,1,$87.00,"Jul 30, 2022",,$87.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/pUEAAOSwiyFi4CWe/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115475907159?nordt=true&orig_cvip=true&rt=nc,Case XX 1991 3318 3 Blade Pocket Knife,1,$32.00,"Jul 29, 2022",,$32.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/BK0AAOSwRg9i4Cu8/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115475925783?nordt=true&orig_cvip=true&rt=nc,Case XX 2021 TB61028 SS Tony Bose Bone Amber Tear Drop Pocket Knife,1,$49.00,"Jul 29, 2022",,$49.00,$9.10
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/lwgAAOSwU3li4YqS/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115476853976?nordt=true&orig_cvip=true&rt=nc,Case XX John Deere 3254 SS Collectible Pocket Knife,1,$64.00,"Aug 3, 2022",,$64.00,$8.70
https://i.ebayimg.com/00/s/NzMzWDEwMDA=/z/qmQAAOSwwfBi4Zok/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/115476897255?nordt=true&orig_cvip=true&rt=nc,1970 Case XX Red Handle Canoe Folding Pocket Knife #62131 (b),1,$40.99,"Aug 3, 2022",,$40.99,$6.50
https://i.ebayimg.com/00/s/OTAxWDE2MDA=/z/S7QAAOSwETBi5CK~/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115478616027?nordt=true&orig_cvip=true&rt=nc,Vintage Case XX USA Bradford Centennial 523-5 SSP Stag Knife c-x,1,$99.99,"Aug 22, 2022",,$99.99,$9.99
https://i.ebayimg.com/00/s/MzY4WDE2MDA=/z/nX4AAOSw6-Vi5JLQ/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/115478971672?nordt=true&orig_cvip=true&rt=nc,Case USA XX Sod Buster  2137 Folding Pocket Knife,1,$15.50,"Aug 5, 2022",,$15.50,$5.30
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/LPEAAOSwBLVi5Uf~/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115479531616?nordt=true&orig_cvip=true&rt=nc,BEAUTIFUL CASE XX LOCKBACK * TEXAS LOCKHORN KNIFE,1,$125.00,"Jul 30, 2022",,$125.00,$5.90
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/AUMAAOSwQtNi5X1v/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115480012979?nordt=true&orig_cvip=true&rt=nc,Case XX USA Canoe Pocket Knife 2 Blade,1,$35.00,"Aug 9, 2022",,$35.00,$5.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/B54AAOSw1UBi5~qx/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/115481400622?nordt=true&orig_cvip=true&rt=nc,CASE XX 1981 9 DOT STAG HANDLE CANOE 3 BLADE FOLDING POCKET KNIFE 53131 SSP,1,$195.00,"Aug 10, 2022",,$195.00,$10.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/LZ4AAOSwGkhi4DGs/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115482730160?nordt=true&orig_cvip=true&rt=nc,Case XX 2013 Brilliant Green 62032 SS Precision Striping Pocket Knife,1,$29.00,"Aug 5, 2022",,$29.00,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/6egAAOSwK9Fi6d1i/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/115482941242?nordt=true&orig_cvip=true&rt=nc,Case XX USA Yellow Delrin 1 Blade Large Trapper Knife 3138 CV 5x's & 2 Dots,1,$19.95,"Aug 9, 2022",,$19.95,$8.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/Uc0AAOSw9vhi7okM/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115486889141?nordt=true&orig_cvip=true&rt=nc,Case XX USA 300L SS Pocket Knife,1,$10.00,"Aug 6, 2022",,$10.00,$5.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/PI4AAOSwlmVi7sWl/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/115487070815?nordt=true&orig_cvip=true&rt=nc,CASE XX SS Mako Shark P158L-SSP Sportsman Knife BOX ONLY ,1,$8.50,"Aug 16, 2022",,$8.50,$5.50
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/36gAAOSwZ4ViV3VB/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115489214055?nordt=true&orig_cvip=true&rt=nc,R@RE 1998 CASE XX 61549L  DARK GREEN WORM GROOVE BONE LARGE COPPERLOCK KNIFE,1,$99.95,"Aug 13, 2022",,$99.95,$5.20
https://i.ebayimg.com/00/s/OTAwWDEyMDA=/z/2BMAAOSwf09isR~e/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115489215063?nordt=true&orig_cvip=true&rt=nc,2014 CASE XX™ Jigged Navy Blue Bone 6220 SS Peanut  Pocket Knife Item # 02802,1,$39.00,"Aug 13, 2022",,$39.00,$5.15
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/PGgAAOSwo5Ni8t2D/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115490078068?nordt=true&orig_cvip=true&rt=nc,1970 CASE XX 6254 TRAPPER KNIFE RED BONE FOR PARTS OR REPAIR 10 Dots,1,$51.00,"Aug 14, 2022",,$51.00,$5.10
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/9csAAOSwYT1i8uqU/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115490082955?nordt=true&orig_cvip=true&rt=nc,1973 CASE XX 6111-1/2 SWINGGUARD CHEETAH KNIFE USED BONE CARBON STEEL ,1,$107.50,"Aug 16, 2022",,$107.50,$5.20
https://i.ebayimg.com/00/s/MTM2NFgxNTAw/z/B9UAAOSwmSFi5t0H/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/115490829676?nordt=true&orig_cvip=true&rt=nc,"Lot Of 3 Case XX Pocket Knife 2137 SS Sodbuster Jr ,  300 L SS & LT 1405L SS",1,$24.99,"Aug 17, 2022",,$24.99,$10.00
https://i.ebayimg.com/00/s/MTA2M1gxNjAw/z/BT8AAOSwQWhdFjhp/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/115491779067?nordt=true&orig_cvip=true&rt=nc,"Case XX 6185 SS Bone Doctors USA Made Beautiful Knife 3"" Blade ",1,$53.00,"Aug 18, 2022",,$53.00,$2.99
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/JEsAAOSwHjdi2rww/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115491779070?nordt=true&orig_cvip=true&rt=nc,2001 Case XX USA 6185 SS Doctor's Knife Auburn Pocket Knife,1,$30.00,"Aug 18, 2022",,$30.00,$3.99
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/3QoAAOSwGFBi9YLr/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115491894863?nordt=true&orig_cvip=true&rt=nc,CASE XX BUFFALO HORN BH111-1/2 SS CHEETAH KNIFE ITEM # 65013 DISCONTINUED,1,$88.00,"Aug 16, 2022",,$88.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/X6gAAOSwbsli9itt/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115492212836?nordt=true&orig_cvip=true&rt=nc,Vintage USA Case XX 1940-64 Rough Black 6225-1/2 Small Coke Bottle Pocket Knife,1,$50.00,"Aug 12, 2022",,$50.00,$0.00
https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/B24AAOSwLX5i-A5h/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/115493478562?nordt=true&orig_cvip=true&rt=nc,CASE XX TRAPPER KNIFE NAVY BLUE BONE FLAG SHIELD 6254 SS,1,$59.00,"Aug 20, 2022",,$59.00,$5.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/fvUAAOSwoZli-mMW/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115495140159?nordt=true&orig_cvip=true&rt=nc,Case XX Limited Edition Tony Bose Honeycomb Bone TB61028 Tear Drop Knife,1,$39.51,"Aug 22, 2022",,$39.51,$9.85
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/ErgAAOSwL1ti-mZa/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115495149828?nordt=true&orig_cvip=true&rt=nc,2003 Case XX Select 6355WH Green Sea Horse Wharncliffe Pocket Knife,1,$58.52,"Aug 22, 2022",,$58.52,$9.85
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/1xEAAOSwrCZi~REp/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115497254228?nordt=true&orig_cvip=true&rt=nc,Case XX 9249 SS Skeleton Pre Hafted Copperhead Pocket Knife ,1,$53.00,"Aug 24, 2022",,$53.00,$9.10
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/rkQAAOSwaU9i~ZeS/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115497715572?nordt=true&orig_cvip=true&rt=nc,Case XX Boilermaker Shipbuilder Blacksmith Lock-Back Knife Set 59L SS Union,1,$45.00,"Aug 18, 2022",,$45.00,$16.60
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/vd4AAOSw9SFi~9gT/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115499357488?nordt=true&orig_cvip=true&rt=nc,Case XX SS USA Stag 52033 SSP Pen Knife,1,$36.00,"Aug 26, 2022",,$36.00,$3.87
https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/gNAAAOSwmedjAUii/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/115500324864?nordt=true&orig_cvip=true&rt=nc,CASE XX GREEN BONE # 61265 LC SS LINER MIDLOCK FOLDING HUNTER KNIFE,1,$71.00,"Aug 25, 2022",,$71.00,$4.47
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/sxIAAOSwPXpjAYGf/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115500440609?nordt=true&orig_cvip=true&rt=nc,2002 CASE XX 6355 WH SS Red Oak WORMGROOVE BONE SEAHORSE WHITTLER KNIFE Disc,1,$110.85,"Aug 20, 2022",,$110.85,$5.15
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/SbcAAOSwB5NjAZKr/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115500478758?nordt=true&orig_cvip=true&rt=nc,1997 CASE XX 8254 SS AAA RIPPLED MOTHER OF PEARL TRAPPER KNIFE SERIAL # 001,1,$212.50,"Aug 27, 2022",,$212.50,$5.10
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/WxAAAOSwprRjAaEs/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115500499630?nordt=true&orig_cvip=true&rt=nc,2016 CASE XX 6.5405SS BONE STAG CONGRESS KNIFE ITEM # 03576 DISCONTINUED,1,$130.00,"Aug 21, 2022",,$130.00,$5.10
https://i.ebayimg.com/00/s/MTE5OFgxNjAw/z/Q4UAAOSwP6hjAmD9/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115500938276?nordt=true&orig_cvip=true&rt=nc,DISC 1998 CASE XX 61549L SS YELLOW CORN COB JIGGED BONE LARGE COPPERLOCK KNIFE,1,$95.00,"Aug 25, 2022",,$95.00,$5.25
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Qh0AAOSwqxZjAmQp/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115500947385?nordt=true&orig_cvip=true&rt=nc,DISC 2003 CASE XX SAMBAR INDIA STAG 5111-1/2 SS SWINGGUARD CHEETAH KNIFE,1,$185.00,"Aug 23, 2022",,$185.00,$9.45
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/O88AAOSwITNjAAt0/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115504153660?nordt=true&orig_cvip=true&rt=nc,Case 6207 SS XX Pocket Knife Smooth Chestnut Bone “NO BOX”,1,$35.00,"Aug 29, 2022",,$35.00,$9.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/WT4AAOSwbnxjCSmf/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115506000615?nordt=true&orig_cvip=true&rt=nc,CASE XX USA POCKETWORN CARIBBEAN BLUE 61549L SS LARGE COPPERLOCK KNIFE,1,$100.00,"Aug 26, 2022",,$100.00,$5.10
https://thumbs.ebaystatic.com/pict/1228479335896464_1.jpg,,,1,$50.00,"May 14, 2022","Case XX Schrade Factory Final Run Jigged Bone Amber Trapper 4-1/4"" Pocket Knife",$50.00,$7.22
https://thumbs.ebaystatic.com/pict/1237086604346464_1.jpg,,,1,$40.00,"Dec 30, 2021",Rare 2011-2015 Case XX 6254 SS Folding Knife ~ White Jigged Handle ~ nice,$40.00,$7.00
https://thumbs.ebaystatic.com/pict/1238769862496464_1.jpg,,,1,$66.01,"May 15, 2022",Case XX 1992 American Made DR6254 SS Dark Red 2 Blade Folding Pocket Knife,$66.01,$5.99
https://thumbs.ebaystatic.com/pict/1243113109586464_1.jpg,,,1,$74.95,"Nov 20, 2021",Stag Case XX Trapperlock Pocket Knife Texas 6154L SS Red Bone Liner Lock,$74.95,$0.00
https://thumbs.ebaystatic.com/pict/1244641316296464_1.jpg,,,1,$200.00,"Oct 23, 2021",WR Case & Sons XX Ertl John Deere Model D Tractor With Hay Wagon and Knife,$200.00,$11.30
https://thumbs.ebaystatic.com/pict/1245017573086464_1.jpg,,,1,$32.00,"Nov 11, 2021","1940-1964 Case XX Knife, Pattern 2229 1/2, The Tadpole w/Black Syn. Handles sg",$32.00,$3.33
https://thumbs.ebaystatic.com/pict/1247492799926464_1.jpg,,,1,$30.00,"Nov 2, 2021",W.R Case and Sons Cutlery Co. Case XX Pocket Knife - 3318 CU,$30.00,$0.00
https://thumbs.ebaystatic.com/pict/1247492872876464_1.jpg,,,1,$89.99,"Nov 13, 2021",W.R Case and Sons Cutlery Co. Pocket Knife - Limited Edition - Limited 1 Of 3000,$89.99,$0.00
https://thumbs.ebaystatic.com/pict/1248070664006464_1.jpg,,,1,$44.99,"Oct 29, 2021",Case XX 2159L SS Hammerhead Shark Lockback Hunting Camping Folding Knife ,$44.99,$5.75
https://thumbs.ebaystatic.com/pict/1248136160246464_1.jpg,,,1,$145.00,"Nov 21, 2021",1994 Case XX USA 52131 SS Stag Canoe Knife,$145.00,$5.00
https://thumbs.ebaystatic.com/pict/1248354701596464_1.jpg,,,1,$40.00,"Nov 5, 2021",1979 Case XX 22087 Slick Black Handles Jack  Knife,$40.00,$5.00
https://thumbs.ebaystatic.com/pict/1248419725546464_1.jpg,,,1,$35.00,"Sep 21, 2021",CASE XX WINDY GIRL LOCKBACK KNIFE 1 of 500,$35.00,$5.65
https://thumbs.ebaystatic.com/pict/1248511054786464_1.jpg,,,1,$33.99,"Sep 10, 2021",OLD VINTAGE CASE XX SS 6318 HP SSP 3 BLADED POCKET KNIFE,$33.99,$5.95
https://thumbs.ebaystatic.com/pict/1248539470146464_1.jpg,,,1,$110.00,"Sep 1, 2021",Vintage Case XX 1980 6347HP Stockman Knife,$110.00,$5.00
https://thumbs.ebaystatic.com/pict/1248578951936464_1.jpg,,,1,$155.00,"Dec 29, 2021",1975 Case XX USA 6347 HP SSP Tested XX Razor Edge Stockman Red Bone Knife,$155.00,$5.00
https://thumbs.ebaystatic.com/pict/1248579008156464_1.jpg,,,1,$60.00,"Oct 2, 2021",1979 Case XX 61048 SSP Slimline Trapper Knife,$60.00,$4.00
https://thumbs.ebaystatic.com/pict/1248579084546464_1.jpg,,,1,$75.00,"Nov 4, 2021",1977 Case XX 6208 Half Whittler Red Bone Knife,$75.00,$5.00
https://thumbs.ebaystatic.com/pict/1248594368036464_1.jpg,,,1,$110.00,"Sep 4, 2021",Case XX 1980 Muskrat Bone Knife,$110.00,$5.00
https://thumbs.ebaystatic.com/pict/1248599175016464_1.jpg,,,1,$64.00,"Jan 2, 2022",CASE XX 61024 1/2 BAREHEADED JACK KNIFE 1955-1965 DISCONTINUED PATTERN,$64.00,$5.00
https://thumbs.ebaystatic.com/pict/1248627836416464_1.jpg,,,1,$70.00,"Nov 14, 2021",CASE XX MINT (TRANSITION) BLUE BONE COPPERLOCK KNIFE 61549 L SS 2000 AAA+,$70.00,$5.00
https://thumbs.ebaystatic.com/pict/1248657258686464_1.jpg,,,1,$125.00,"Nov 1, 2021",Case XX  1978 6347 HP SSP STOCKMAN Knife,$125.00,$5.00
https://thumbs.ebaystatic.com/pict/1248659468536464_1.jpg,,,1,$245.00,"Sep 3, 2021",CASE BROTHERS XX 2003 #81265LC SS ABALONE FIERY PAULA MID FOLDING HUNTER KNIFE,$245.00,$0.00
https://thumbs.ebaystatic.com/pict/1248674523626464_1.jpg,,,1,$50.00,"Mar 22, 2022",Vintage Case XX USA 59L SS Shark Tooth Lock Back Knife 19 BFD PA 91 Tang Stamp,$50.00,$5.85
https://thumbs.ebaystatic.com/pict/1248697920556464_1.jpg,,,1,$10.50,"Aug 30, 2021",IBEW LU 712 Case XX M1056LSSP Pocket Knife,$10.50,$4.15
https://thumbs.ebaystatic.com/pict/1248717675736464_1.jpg,,,1,$55.00,"Sep 2, 2021",Case XX Orange Bone Russlock 61953L  SS Locking Knife. Beautiful Pocket Knife.,$55.00,$4.20
